BuscoID,BUSCO_hg38,BUSCO_aRhiBiv1,BUSCO_bCalAnn1,BUSCO_bStrHab1,BUSCO_bTaeGut2,BUSCO_fAnaTes1,BUSCO_fArcCen1,BUSCO_fAstCal1,BUSCO_fCotGob3,BUSCO_fGouWil2,BUSCO_fMasArm1,BUSCO_mLynCan4,BUSCO_mOrnAna1,BUSCO_mPhyDis1,BUSCO_mRhiFer1,BUSCO_rGopEvg1,BUSCO_sAmbRad1
EOG090B02TJ,chr10&45615436,chr7&135375556,chr6&16636607,chr5&62302680,chr6&18360340,chr15&10835993,chr15&17176183,chr13&14678078,chr15&13849593,chr15&15119895,chr15&11919029,chrD3&88665467,chr3&126449856,chr5&106406888,chr25&3454032,chr7&71087915,chr37&15039834
EOG090B014D,chr10&62037468,chr7&198636911,chr6&10209729,chr5&34652364,chr6&7253561,chr15&15292697,chr15&10597801,chr13&20842548,chr15&18905407,chr15&7843315,chr15&18045722,chrD2&63683748,chr3&98536275,chr5&132963333,chr16&42223852,chr7&49481358,chr15&43908884
EOG090B0EKB,chr10&67797116,chr7&191805911,chr6&11910533,chr5&36518599,chr6&1284131,chr15&5213436,chr15&24901477,chr13&6820894,chr15&6613434,chr15&23298489,chr15&7022612,chrD2&58433291,chr3&103042817,chr5&128383563,chr16&46555326,chr7&46033180,chr15&41765293
EOG090B0301,chr10&67884722,chr7&191689127,chr6&11936089,chr5&36531003,chr6&1297274,chr15&5207493,chr15&24905596,chr13&6813699,chr15&6616876,chr15&23286204,chr15&7025569,chrD2&58373406,chr3&103091025,chr5&128328559,chr16&46622723,chr7&45989820,chr15&41746552
EOG090B0IOZ,chr10&68231219,chr7&190887262,chr6&12072981,chr5&36686505,chr6&1428502,chr15&5181850,chr15&24945027,chr13&6785994,chr15&6653175,chr15&24397273,chr15&7055856,chrD2&58099503,chr3&89221617,chr5&128054480,chr16&46888067,chr7&45742876,chr15&41528232
EOG090B02KX,chr10&69180292,chr7&189076883,chr6&12411287,chr5&37022013,chr6&1728344,chr3&4720777,chr3&20973508,chr1&23611008,chr3&23503055,chr3&23017764,chr3&16110605,chrD2&57217840,chr3&88318223,chr5&127206587,chr16&47553771,chr7&44995594,chr15&50170981
EOG090B03UK,chr10&70843697,chr7&123577680,chr6&13298366,chr5&37968788,chr6&2592872,chr15&5067181,chr15&25062151,chr13&6657732,chr15&6773766,chr15&24589291,chr15&7166079,chrD2&55823166,chr3&86445674,chr5&125806633,chr16&48863116,chr7&42661344,chr37&8511615
EOG090B099G,chr10&72122964,chr7&120307575,chr6&13469481,chr5&38198108,chr6&3016097,chr19&11785036,chr19&14844331,chr8&11292550,chr19&11222248,chr19&555643,chr19&13683433,chrD2&54649913,chr3&85157182,chr5&124628688,chr16&49938621,chr7&41654651,chr37&6484097
EOG090B0K4P,chr10&72223915,chr7&120225941,chr6&13503562,chr5&38238336,chr6&3008346,chr19&11795421,chr19&14849743,chr8&11289955,chr19&11219595,chr19&552521,chr19&13688051,chrD2&54640528,chr3&85131257,chr5&124613017,chr16&50012956,chr7&41642426,chr37&6476362
EOG090B044R,chr10&72898570,chr7&133939808,chr6&13739716,chr5&38484420,chr6&2777748,chr15&7761095,chr15&21526217,chr13&10311014,chr15&10191232,chr15&19861835,chr15&10220229,chrD2&53990873,chr3&84487911,chr5&123918550,chr16&50559744,chr7&41029591,chr37&6222465
EOG090B00IL,chr10&77977478,chr16&18175501,chr6&3757330,chr5&27315871,chr6&13738375,chr19&11590732,chr19&14550771,chr8&11559138,chr19&11436600,chr19&767077,chr19&13510375,chrD2&49428143,chr3&116155943,chr5&119242211,chr16&54628522,chr7&62682859,chr37&2078472
EOG090B08ZX,chr10&84141501,chr7&155550435,chr6&6882725,chr5&30868876,chr6&10711416,chr19&11986999,chr19&15095716,chr8&11047549,chr19&10997909,chr19&308899,chr19&13879397,chrD2&44810108,chr3&77832036,chr5&113631866,chr16&59443638,chr7&56016914,chr37&15214843
EOG090B06QF,chr10&86936743,chr7&150963040,chr6&7377104,chr5&31443488,chr6&10106165,chr15&21094381,chr15&1244629,chr13&29789052,fCotGob3_92arrow_ctg1&6710,chr15&346,chr15&22139292,chrD2&42421782,chr3&94527616,chr5&110664423,chr16&61850330,chr7&54883321,chr37&14615514
EOG090B0A2L,chr10&92291495,chr5&310687348,chr6&19575500,chr5&65642103,chr6&21331392,chr15&4507489,chr15&25769487,chr13&5915466,chr15&4449018,chr15&25834401,chr15&6830574,chrD2&34991988,chr3&48027228,chr5&146573674,chr16&29892579,chr7&32063597,chr15&8509542
EOG090B0G3D,chr10&92689987,chr7&225828499,chr6&19450524,chr5&65503117,chr6&21212648,chr19&996301,chr19&24096297,chr8&24191330,chr19&736981,chr19&20917837,chr19&3550279,chrD2&34704495,chr3&47836369,chr5&146859172,chr16&29664274,chr7&32431589,chr15&8247408
EOG090B0LPT,chr10&93894034,chr7&223260685,chr6&19009612,chr5&65050881,chr6&20806688,chr19&9741962,chr19&11671235,chr3&34960802,chr19&13557045,chr19&14131785,chr19&11646587,chrD2&33641760,chr3&48898042,chr5&147799692,chr16&28769766,chr7&33310134,chr15&6555975
EOG090B00ON,chr10&96156323,chr7&229635456,chr6&19855281,chr5&65941664,chr6&21581860,chr19&1607027,chr19&25337858,chr8&25189121,chr19&16229,chr19&22241345,chr19&4499517,chrD2&32144361,chr3&121224641,chr5&149399265,chr16&27329351,chr7&31475418,chr15&9223539
EOG090B060L,chr10&96304498,chr5&308365365,chr6&19980287,chr5&66087035,chr6&21703921,chr15&4347663,chr15&25923156,chr13&5691766,chr15&4604625,chr15&26044164,chr15&6652002,chrD2&31985997,chr3&121362500,chr5&149596771,chr16&27179345,chr2&147612854,chr39&4595407
EOG090B02HB,chr10&96602276,chr7&131935360,chr6&697361,chr5&60926136,chr6&17286518,chr15&5006723,chr15&25141904,chr13&6569223,chr15&6849560,chr15&24689659,chr15&7228521,chrD2&31692071,chr3&125571723,chr5&149845799,chr16&26865462,chr7&72710352,chr37&17539807
EOG090B07V1,chr10&97737107,scaffold_132_arrow_ctg1&170781,chr6&21126289,chr5&67388098,chr6&22873547,chr1&19743553,chr1&30845250,chr6&10347734,chr1&17228346,chr1&35287421,chr1&19440331,chrD2&30776618,chr3&124345396,chr5&150734784,chr16&26116747,chr7&1321003,chr15&39049100
EOG090B07N5,chr10&99714587,chr7&255932807,chr6&20856247,chr5&67117402,chr6&22608297,chr15&10286666,chr15&18023292,chr13&13873534,chr15&13234760,chr15&15961302,chr15&12505955,chrD2&29076325,chr3&122511947,chr5&152313628,chr16&24656970,chr7&501169,chr15&38261334
EOG090B0CC2,chr10&99728153,chr7&255858020,chr6&20851570,chr5&67112691,chr6&22603797,chr15&10290486,chr15&18017816,chr13&13879050,chr15&13238616,chr15&15950727,chr15&12501801,chrD2&29050380,chr3&122499447,chr5&152328407,chr16&24636779,chr7&484186,chr15&38245214
EOG090B0J2Y,chr10&100275462,chr7&190539910,chr6&16471549,chr5&61881019,chr6&18209473,chr4&7295112,chr4&27994393,chr23&7367911,chr4&21123180,chr4&23780937,chr4&21312027,chrD2&28653391,chr16&37022252,chr5&152748120,chr16&24280078,chr7&74503363,chr37&6782913
EOG090B01TD,chr10&100913111,chr7&273450975,chr6&22214759,chr5&68475745,chr6&23928272,chr15&10810579,chr15&17219647,chr13&14647707,chr15&13824645,chr15&15166517,chr15&11939989,chrD2&28059622,chr16&36356151,chr5&153267337,chr16&23729592,chr7&4017874,chr15&35896796
EOG090B0ATU,chr10&102423242,chr7&128388757,chr6&476447,chr5&61225225,chr6&17578059,chr15&11554066,chr15&16195688,chr13&15662737,chr15&14679785,chr15&13762177,chr15&17009136,chrD2&26808229,chr16&34988806,chr5&154547154,chr16&22581912,chr7&73443140,chr37&14178009
EOG090B06W4,chr10&102469030,chr7&273809133,chr6&22293876,chr5&68560429,chr6&24004280,chr19&14793296,chr19&29225084,chr8&6723911,chr19&7594637,chr19&7901790,chr19&16578112,chrD2&26779027,chr16&34936477,chr5&154581551,chr16&22559158,chr7&4162576,chr15&36032142
EOG090B05HS,chr10&102504153,chr7&274054052,chr6&22318666,chr5&68584574,chr6&24029387,chr15&10061582,chr15&18328763,chr13&13549352,chr15&12988816,chr15&16254709,chr15&12710379,chrD2&26644497,chr16&34814329,chr5&154610971,chr16&22445849,chr7&4206631,chr15&36118210
EOG090B08Z9,chr10&103455262,chr7&277109799,chr6&22871381,chr5&69133476,chr6&24555389,chr1&20620664,chr1&32249569,chr6&9044060,chr1&18296476,chr1&42595171,chr1&18549415,chrD2&25935992,chr16&34234623,chr5&155348733,chr16&21834689,chr7&5276446,chr15&40628188
EOG090B0COE,chr10&104122991,chr7&278924933,chr6&23483160,chr5&69761330,chr6&25135749,chr15&12733258,chr15&14410095,chr13&17300955,chr15&16048766,chr15&11970007,chr15&15775679,chrD2&25304344,chr16&33565538,chr5&155897269,chr16&21287224,chr7&6291471,chr15&40788042
EOG090B04MI,chr10&104314408,chr7&279566318,chr6&23560584,chr5&69848981,chr6&25202765,chr15&12711841,chr15&14444408,chr6&9040194,chr15&16019357,chr15&12012879,chr15&15795777,chrD2&25114226,chr16&33457079,chr5&156059802,chr16&21158211,chr7&6444759,chr39&4025805
EOG090B037A,chr10&109865184,chr7&286122776,chr6&25080768,chr5&71472072,chr6&26615124,chr1&18231947,chr1&29360798,chr6&11717135,chr1&16326304,chr1&32318647,chr1&20364968,chrD2&20313335,chr16&31465483,chr5&159851592,chr16&17298586,chr7&8997390,chr15&33923049
EOG090B0DGB,chr10&110277155,chr7&287393575,chr6&25312443,chr5&71700406,chr6&26832465,chr15&13037527,chr15&13885059,chr13&17679636,chr15&16362732,chr15&11473896,chr15&15470985,chrD2&19933574,chr16&31128219,chr5&160237791,chr16&16959997,chr7&9429178,chr15&33514781
EOG090B08BH,chr10&110498122,chr7&287769657,chr6&25432587,chr5&71832363,chr6&26949980,chr1&18050842,chr1&29103971,chr6&11967252,chr1&16093295,chr1&32621381,chr1&20570393,chrD2&19766121,chr16&30957066,chr5&160388869,chr16&16808148,chr7&9611921,chr15&33334483
EOG090B05TK,chr10&110964359,chr7&288926597,chr6&25677752,chr5&72090627,chr6&27189812,chr1&17956107,chr1&28880183,chr6&12073488,chr1&15976032,chr1&32782284,chr1&20663693,chrD2&19303443,chr16&30554154,chr5&160806019,chr16&16371186,chr7&10083529,chr15&32869190
EOG090B06L6,chr10&112430804,chr7&292587157,chr6&26251940,chr5&72716260,chr6&27719535,chr19&11001110,chr19&13713266,chr8&12352206,chr19&12101012,chr19&1740974,chr19&12916020,chrD2&18097170,chr16&29733619,chr5&161883284,chr16&15303869,chr7&11150587,chr15&25867017
EOG090B00EI,chr10&113588975,chr7&294718141,chr6&27007049,chr5&73487721,chr6&28459222,chr19&10244445,chr19&12452244,chr3&35699560,chr21&23832008,chr19&13283011,chr19&12175442,chrD2&16988309,chr16&28745153,chr5&162886715,chr16&14275787,chr7&12134463,chr15&27008050
EOG090B01R8,chr10&114125143,chr7&295713682,chr6&27264382,chr5&73751722,chr6&28691813,chr19&10165060,chr19&12347810,chr3&35593757,chr19&13050389,chr19&13387931,chr19&12100135,chrD2&16529510,chr16&28379762,chr5&163327038,chr16&13867411,chr7&12522124,chr15&27490665
EOG090B01PW,chr10&114822079,chr7&297209056,chr6&27626114,chr5&74162072,chr6&29107561,chr15&5829821,chr15&24082085,chr13&7648728,chr15&7974639,chr15&23184130,chr15&8192171,chrD2&15910515,chr16&27830621,chr5&163882810,chr16&13322090,chr7&13241266,chr15&28203047
EOG090B0B3R,chr10&114938344,chr7&297447430,chr6&27686768,chr5&74228612,chr6&29167335,chr19&987256,chr19&24084373,chr8&24181011,chr19&746291,chr19&20904227,chr19&3555151,chrD2&15810279,chr16&27767193,chr5&163966921,chr16&13227446,chr7&13336614,chr15&28285848
EOG090B0AXW,chr10&118686128,chr7&304306699,chr6&29623196,chr5&76298190,chr6&30961153,chr15&5203833,chr15&24913313,chr13&6809770,chr15&6623352,chr15&24337651,chr15&7032785,chrD2&12514087,chr16&24986604,chr5&166656337,chr16&10416086,chr7&16763337,chr15&31789855
EOG090B0211,chr10&119040793,chr7&304566873,chr6&29821139,chr5&76512913,chr6&31152473,chr15&4823567,chr15&25346815,chr13&6390618,chr15&7061803,chr15&25013286,chr15&7409768,chrD2&12246900,chr16&24877320,chr5&166850941,chr16&10217625,chr7&17088531,chr15&32062101
EOG090B039W,chr10&119831474,chr7&305882188,chr6&30270534,chr5&76953288,chr6&31530493,chr15&5137388,chr15&24987338,chr13&6722715,chr15&6694172,chr15&24447241,chr15&7098366,chrD2&11567437,chr16&24200836,chr5&167415773,chr16&9633188,chr7&17788674,chr15&24993292
EOG090B08G5,chr10&123154744,chr7&311287255,chr6&31715659,chr5&78405280,chr6&32859248,chr19&12088203,chr19&15266616,chr8&10885746,chr19&10876719,chr19&7221983,chr19&13984841,chrD2&8806153,chr16&19377755,chr5&169749357,chr16&7269150,chr7&20361338,chr15&22475302
EOG090B0C03,chr10&124478617,chr2&31956721,chr6&32280854,chr5&79070927,chr6&33535924,chr19&12236660,chr19&15490235,chr8&10657640,chr19&10698260,chr19&7016633,chr19&14141300,chrD2&7585785,chr3&141491459,chr5&170569719,chr16&6301086,chr7&21467091,chr15&20777476
EOG090B00TI,chr10&125719808,chr7&254142147,chr6&32791621,chr5&79651236,chr6&34204458,chr15&13435426,chr15&13399984,chr13&18181919,chr15&16796242,chr15&10806905,chr15&15062721,chrD2&6520895,chr3&141017556,chr5&171328189,chr16&5386669,chr7&22518059,chr15&19767885
EOG090B0C85,chr10&125823558,chr7&253919398,chr6&32832321,chr5&79693049,chr6&34236144,chr19&12412140,chr19&15697498,chr8&10459849,chr19&10511118,chr19&6760537,chr19&14319101,chrD2&6453140,chr3&140962633,chr5&171398247,chr16&5337222,chr7&22623753,chr15&19719590
EOG090B02MX,chr11&289817,chr17&51873640,chr5&238422,chr4&298643,chr5&6022801,chr6&15100667,chr6&17898783,chr7&53756629,chr6&17982358,chr6&60073775,chr6&9003380,chrD1&115030250,chr3&4732318,chr6&171600871,chr11&97734,chr4&120853931,chr20&24951165
EOG090B00QA,chr11&568722,chr17&49490801,chr5&16358278,chr4&48774410,chr5&17497998,chr6&9066136,chr6&26240420,chr7&62491680,chr6&11058457,chr6&47767039,chr6&21283053,chrD1&115317758,chr3&4038821,chr6&171259228,chr11&337282,chr4&116860284,chr20&613747
EOG090B0D80,chr11&770989,chr17&47220270,chr5&902634,chr4&1201652,chr5&5012697,chr6&14889628,chr6&18228478,chr7&54083977,chr6&17738358,chr6&60610655,chr6&9223439,chrD1&115451260,chr3&3649767,chr6&171176554,chr11&454694,chr4&116291660,chr20&22462392
EOG090B0DBB,chr11&1277039,chr17&39390489,chr5&14305787,chr4&50148238,chr5&16274357,chr3&26161284,scaffold_48_ctg1&288664,chr1&355392,chr3&1133990,chr3&6808806,chr3&26697787,chrD1&114764179,chr3&2637877,chr6&170837899,chr11&817985,chr4&113864745,chr20&19319171
EOG090B0C80,chr11&10514916,chr17&20718438,chr5&8802719,chr4&56716434,chr5&4757266,chr6&20943789,chr6&9553987,chr7&45147492,chr6&24118988,chr6&71873685,chr6&3305235,chrD1&67219104,chr3&14431181,chr6&129314932,chr11&42039798,chr4&102327368,chr20&13564027
EOG090B0328,chr11&10576332,chr17&20624911,chr5&8760481,chr4&56745110,chr5&4785118,chr3&8462595,chr3&15781648,chr1&18839912,chr3&19338132,chr3&28287436,chr3&10395662,chrD1&67290931,chr3&14506750,chr6&129382354,chr11&41917544,chr4&102225996,chr20&13482316
EOG090B01NR,chr11&10751413,chr17&20505190,chr5&8705339,chr4&56857137,chr5&4879180,chr3&8438331,chr3&15818545,chr1&18876954,chr3&19372356,chr3&28319973,chr3&10426541,chrD1&67455255,chr3&48415068,chr6&129539372,chr11&41806340,chr4&102039111,chr20&13348493
EOG090B01K3,chr11&14457824,chr17&23557247,chr5&10204008,chr4&54897242,chr5&3125078,chr3&8969687,chr3&15087687,chr1&18173298,chr3&18749746,chr3&27482987,chr3&9843337,chrD1&70831910,chr3&11423330,chr6&132648522,chr11&38772636,chr4&105626248,chr20&43576604
EOG090B0IDD,chr11&18080399,chr17&28151487,chr5&11991146,chr4&52642528,chr5&919716,chr6&15238393,chr6&17599910,chr7&53534028,chr6&18117675,chr6&59727825,chr6&8883864,chrD1&74336952,chr3&8104340,chr6&135758987,chr11&35739431,chr4&109426984,chr20&25754854
EOG090B0126,chr11&18279882,chr17&28267995,chr5&12003841,chr4&52620964,chr5&892478,chr6&15142309,chr6&17851761,chr7&53708634,chr6&18031675,chr6&59968788,chr6&8971768,chrD1&74430679,chr3&8038105,chr6&135870968,chr11&35630700,chr4&109506058,chr20&25706115
EOG090B04Z5,chr11&18329081,chr17&28301956,chr5&12027323,chr4&52596232,chr5&13936812,chr6&15143952,chr6&17836577,chr7&53693424,chr6&18033093,chr6&59968788,chr6&8962859,chrD1&74469764,chr3&8010314,chr6&135916347,chr11&35573787,chr4&109537627,chr20&25668138
EOG090B0AJ4,chr11&18609861,chr17&28470470,chr5&12107645,chr4&52499888,chr5&14026379,chr6&8647287,chr6&26805463,chr7&63061240,chr6&10545263,chr6&48642090,chr6&20807896,chrD1&74719166,chr3&7790064,chr6&136132626,chr13&69397239,chr4&109741723,chr20&24354274
EOG090B0C5X,chr11&20363812,chr17&10784327,chr8&2750977,chr8&44485600,chr8&282398,chr3&16958328,chr3&2473694,chr1&40051622,chr3&9110378,chr3&40769393,chr3&1210730,chrD1&76097129,chr3&34792512,chr6&137425748,chr11&34015399,chr4&89402887,chr20&4687869
EOG090B05NP,chr11&20388040,chr17&10820054,chr5&3833526,chr4&64627199,chr5&8452275,chr3&16909412,chr3&2505875,chr1&40061978,chr3&9118634,chr3&40774678,chr3&1216768,chrC1&90836191,chr3&34822759,chr6&137444639,chr11&33891102,chr4&89436494,chr28&17108646
EOG090B01PI,chr11&27364159,chr17&13190680,chr5&5116111,chr4&62791600,chr5&13593398,chr3&9998400,chr3&13586599,chr1&16691830,chr3&17490208,chr3&25853922,chr3&8713346,chrD1&82247510,chr3&38243085,chr6&141646305,chr11&29047507,chr4&92731441,chr20&1272974
EOG090B09G3,chr11&28274425,chr17&13802441,chr5&5423577,chr4&62419175,chr5&13095266,chr3&10064709,chr3&13474364,chr1&16488582,chr3&17393959,chr3&25709832,chr3&8641148,chrD1&83049571,chr3&38968678,chr6&142322054,chr11&28303297,chr4&93545903,chr20&1741403
EOG090B07JS,chr11&31584590,chr17&15188780,chr5&6223713,chr4&61231222,chr5&12046006,chr3&5380002,chr3&20182082,chr1&22850482,chr3&22892610,chr3&23913832,chr3&14218601,chrD1&86030993,chr3&43531392,chr6&144844539,chr11&25682078,chr4&95627412,chr20&9807699
EOG090B0EA1,chr11&33859356,chr17&8208588,chr5&2152572,chr4&2901834,chr5&7168435,chr6&15921314,chr6&16673641,chr7&52566687,chr6&18880613,chr6&34480480,chr6&8205834,chrD1&88135618,chr3&31011999,chr6&146653108,chr11&23917066,chr4&85776690,chr20&18202596
EOG090B06DM,chr11&34930071,chr17&7348276,chr5A&9059440,chr4&58972198,chr5&18487650,chr6&9366611,chr6&25851405,chr7&62106334,chr6&11404193,chr6&47140685,chr6&21601658,chrD1&89026291,chr3&30148228,chr6&147473157,chr11&23099774,chr4&84906493,chr20&35029876
EOG090B04ZH,chr11&36489838,chr17&6644434,chr5A&8762895,chr4&59589831,chr5&19131161,chr3&15994713,chr3&4257387,chr1&7545004,chr3&10377201,chr3&42779317,chr3&2260926,chrD1&90321457,chr3&29074945,chr6&148724383,chr11&21890023,chr4&83793359,chr20&33424662
EOG090B015R,chr11&36560475,chr17&6604108,chr5A&8748309,chr4&68048491,chr5&19152440,chr6&9846202,chr6&25156234,chr7&61438281,chr6&12025763,chr6&46116882,chr6&22190860,chrD1&90360745,chr3&29041842,chr6&148757961,chr11&21856872,chr4&83767205,chr20&17679657
EOG090B053T,chr11&36579420,chr17&6589556,chr5A&8739815,chr4&68034744,chr5&19163276,chr6&9838062,chr6&25162108,chr7&61444136,chr6&12021569,chr6&46141467,chr6&22186400,chrD1&90382126,chr3&29028139,chr6&148780151,chr11&21841345,chr4&83742740,chr20&17668944
EOG090B051I,chr11&43312128,chr17&3697938,chr5A&7686837,chr4&3540883,chr5&21194857,chr6&20356318,chr6&10523513,chr7&45953772,chr6&23395724,chr6&67680047,chr6&3884950,chrD1&96108566,chr3&24993010,chr6&153139392,chr11&17023883,chr4&79795055,chr20&14119177
EOG090B00GK,chr11&43359923,chr17&3589128,chr5A&7641141,chr4&3558094,chr5&21215588,chr3&16000375,chr3&4235673,chr1&7514365,chr3&10358480,chr3&42733823,chr3&2245461,chrD1&96168429,chr3&24911147,chr6&153171228,chr11&16919340,chr4&79692890,chr20&14045299
EOG090B0ALW,chr11&43882653,chr17&3309768,chr5A&7419668,chr4&3821266,chr5&21458566,chr6&20271127,chr6&10628396,chr7&46058233,chr6&23464451,chr6&67578199,chr6&3964653,chrD1&96613784,chr3&24582561,chr6&153587400,chr11&16595321,chr4&79332534,chr20&13887911
EOG090B05JW,chr11&46644292,chr17&552120,chr5A&3747407,chr4&5975075,chr5&23488303,chr2&7061300,chr2&19994074,chr23&38877452,chr2&6547409,chr2&7121806,chr2&6001532,chrD1&99051592,chr3&21907218,chr6&155818920,chr11&14343013,chr4&76145857,chr20&31686613
EOG090B00YR,chr11&47330865,chr4&218231620,chr1&57171898,chr3&71113246,chr1A&53865929,chr23&10339355,scaffold_36_ctg1&1953319,chr17&25258381,chr23&3189463,chr8&31222496,chr23&11822094,chrB4&121503700,chr14&38272302,chr2&201399883,chr10&17565881,chr1&261783041,chr19&20664330
EOG090B0BOF,chr11&47355227,chr17&17574175,chr5A&6558417,chr4&5420882,chr5&22938135,chr3&9963276,chr3&13643634,chr1&16758992,chr3&17552180,chr3&25944475,chr3&8765183,chrD1&99671701,chr3&21318842,chr6&156338790,chr11&13838939,chr4&75128581,chr20&38081692
EOG090B07EJ,chr11&47410125,chr17&17634184,chr5A&6510371,chr4&5370178,chr5&22888056,chr3&9943058,chr3&13662398,chr1&16785379,chr3&17573757,chr3&25973857,chr3&8779614,chrD1&99710999,chr3&21274658,chr6&156376989,chr11&13810796,chr4&75016075,chr20&37764001
EOG090B079L,chr11&47437975,chr17&17847297,chr5A&6478256,chr4&5336849,chr5&22854207,chr6&14868497,chr6&18258064,chr7&54129124,chr6&17712952,chr6&60657489,chr6&9241627,chrD1&99727553,chr3&21249369,chr6&156396651,chr11&13785822,chr4&74945465,chr20&37176176
EOG090B0417,chr11&47572930,chr17&17953343,chr5A&6410186,chr4&5260116,chr5&22782653,chr6&14864374,chr6&18251984,chr7&54122972,chr6&17712952,chr6&60670835,chr6&9236892,chrD1&99851643,chr3&21150364,chr6&156501259,chr11&13690374,chr4&74820073,chr20&17743927
EOG090B0EUF,chr11&63614001,chr17&15123833,chr5&6197632,chr4&61318092,chr5&12117099,chr3&5366943,chr3&20216674,chr1&22889845,chr3&22917301,chr3&23890276,chr3&14248756,chrD1&85947125,chr3&43699461,chr6&144788680,chr9&22659718,chr4&95478616,chr20&9938165
EOG090B05DD,chr11&71435375,chr17&10110194,chr5&3324395,chr4&65300169,chr5&8365647,chr3&23991108,chr3&34162665,chr1&34902829,chr3&3035553,chr3&3990618,chr3&25249477,chrD1&113262648,chr3&33710479,chr6&169008486,chr11&2337336,chr4&88297204,chr20&5606281
EOG090B02OO,chr11&71453297,chr17&10078771,chr5&3307274,chr4&65309746,chr5&8348101,chr3&27878848,scaffold_32_ctg1&1570304,chr1&38009214,chr3&2783941,chr3&3409354,chr3&28059281,chrD1&113282790,chr3&33683948,chr6&169026398,chr11&2304396,chr4&88250113,chr20&5656290
EOG090B06MX,chr11&74267248,chr5&19718898,chr13&16297115,chr2&121751129,chr1&19567836,chr13&7241466,chr13&18623750,chr14&10815671,chr13&15296530,chr13&10274991,chr13&19217278,chrD1&57769651,chrX1&41327331,chr6&120304638,chr11&49273327,chr1&6199126,chr6&91211477
EOG090B08EH,chr11&76795617,chr5&28052970,chr1&195057210,chr2&119978716,chr1&29771449,chr13&11068530,chr13&36072292,chr14&22404486,chr13&5608843,chr13&26904776,chr13&2713142,chrD1&55647364,chr20&29756475,chr6&118333666,chr11&51263114,chr1&10369768,chr6&104396604
EOG090B06FK,chr11&82824906,chr5&36688193,chr1&190510692,chr2&115516671,chr1&34050197,chr13&5003729,chr13&15570221,chr14&7551552,chr13&17740691,chr13&4381575,chr13&21466031,chrD1&49706075,chr20&28814510,chr3&214309626,chr11&56282188,chr1&15290831,chr6&35812501
EOG090B0382,chr11&82914739,chr5&36766735,chr1&190542186,chr2&115547870,chr1&34040298,chr3&3378184,chr3&23154675,chr1&25504422,chr6&23538895,chr3&21094570,Contig61arrow_3_ctg1&859619,chrD1&49657454,chr20&28784876,chr6&112685354,chr11&56341399,chr1&15369086,chr6&35787779
EOG090B0905,chr11&93747394,chr8&188397365,chr1&187393651,chr2&112481095,chr1&37054101,chr14&5248543,chr14&30663534,chr10&11094216,chr14&13498277,chr14&22567218,chr14&7317328,chrD1&39878330,chr20&25260306,chr6&103455374,chr11&64910151,chr1&23313713,chr28&28422180
EOG090B0387,chr11&93784514,chr5&51528518,chr1&187380262,chr2&112468336,chr1&37063495,chr13&2488343,chr13&8636953,chr14&3790092,chr13&21091113,chr13&1401876,chr13&24191325,chrD1&39848690,chr20&25244580,chr6&103426488,chr11&64928280,chr1&23340963,chr6&29645847
EOG090B0EQQ,chr11&93820569,chr5&51654807,chr1&187369972,chr2&112454878,chr1&37079628,chr13&2494281,chr13&8631940,chr14&3769575,chr13&21102249,chr13&1393030,chr13&24197752,chrD1&39834155,chr20&25227075,chr6&103396505,chr11&64957891,chr1&23371423,chr6&29631382
EOG090B030Q,chr11&94439717,chr5&52815846,chr1&187209572,chr2&112290909,chr1&37208378,chr13&17681507,chr13&25741101,chr14&17463990,chr13&11177172,chr13&16572521,chr13&9703949,chrD1&39298406,chr20&24994918,chr6&95327910,chr11&65312638,chr1&23753245,chr6&29082788
EOG090B0B4E,chr11&106009535,chr5&70561109,chr1&182867041,chr2&107692571,chr1&41464425,chr13&15173327,chr13&29888852,chr14&21150348,chr13&8226190,chr13&20436380,chr13&7026200,chrD1&4002648,chr20&19841866,chr6&92127231,chr11&75043213,chr1&31505029,chr6&45771705
EOG090B031P,chr11&107504658,chr5&73080179,chr1&182291053,chr2&107092232,chr1&41965469,chr13&15251455,chr13&29747633,chr14&21011437,chr13&8322741,chr13&20294139,chr13&7110960,chrD1&6099872,chr20&19270743,chr6&90599379,chr11&76307864,chr1&32699671,chr6&46290870
EOG090B0FQM,chr11&112075575,chr12&29606553,chr24&5038685,chr17&1777824,chr24&6775054,chr13&21509498,chr13&20393720,chr14&12410172,chr13&14111729,chr13&12327952,chr13&13242117,chrD1&10020674,chr11&56969874,chr6&85876752,chr11&80415233,chr19&16740106,chr33&9602105
EOG090B06XY,chr11&116748482,chr12&23768853,chr24&5744520,chr17&842553,chr24&7531479,chr14&9705482,chr14&22471656,chr10&14873774,chr14&7557813,chr14&5393149,chr14&12197619,chrD1&14469333,chr11&55075536,chr6&81066428,chr11&86181144,chr19&20289536,chr33&12027249
EOG090B06VT,chr11&116778925,chr12&23744342,chr24&5740791,chr17&849159,chr24&7916880,chr5&20911944,chr5&30718178,chr5&10421150,chr5&24953669,chr5&5521697,chr5&5038035,chrD1&14497797,chr11&55062144,chr6&81041986,chr11&86207126,chr19&20302585,chr33&12008344
