BuscoID,BUSCO_hg38,BUSCO_aRhiBiv1,BUSCO_bCalAnn1,BUSCO_bStrHab1,BUSCO_bTaeGut2,BUSCO_fAnaTes1,BUSCO_fArcCen1,BUSCO_fAstCal1,BUSCO_fCotGob3,BUSCO_fGouWil2,BUSCO_fMasArm1,BUSCO_mLynCan4,BUSCO_mOrnAna1,BUSCO_mPhyDis1,BUSCO_mRhiFer1,BUSCO_rGopEvg1,BUSCO_sAmbRad1
EOG090B0139,chr8&115414023,,,chr1&15124574,,chr11&9726882,chr11&15623793,chr22&13850096,chr11&8962458,chr11&9200193,chr11&13731097,,,,,,
EOG090B0AR2,chr8&116635859,chr2&750471763,chr2&136657576,chr1&14652358,chr2&137407273,chr16&17124651,chr16&14938493,chr11&11237871,chr16&17520880,chr16&19965098,chr16&4952111,chrF2&22392710,chr4&75940610,chr7&123571426,chr14&55570381,chr2&270930966,chr4&32454797
EOG090B0CK6,chr8&116766604,chr2&750815907,chr2&136776921,chr1&14582472,chr2&137522154,chr11&7524502,chr11&11741769,,chr11&11606469,chr11&7109836,chr11&15941506,chrF2&22309484,chr4&76056692,chr7&123690138,chr14&55694080,chr2&271087687,chr4&32378700
EOG090B0F58,chr8&117520877,chr2&752103269,chr2&137047988,chr1&14307732,chr2&137783551,chr11&7481351,chr11&11668177,chr22&9772016,chr11&11645224,chr11&5856642,chr11&15973107,chrF2&21553447,chr4&76425312,chr7&124252633,chr14&56297219,chr2&271588682,chr4&32024960
EOG090B06GQ,chr8&118919634,chr2&753970396,chr2&137614148,chr1&13743411,chr2&138347116,chr16&15030217,chr16&17994864,chr11&8380010,chr16&15059494,chr16&22930034,chr16&2747962,chrF2&20303431,chr4&77419948,chr7&125386934,chr14&57482917,chr2&272454941,chr4&31472653
EOG090B0HWS,chr8&119208473,chr2&754574659,chr2&137712520,chr1&13652716,chr2&138458564,chr16&15100936,chr16&17912314,chr11&8473897,chr16&15138954,chr16&22847023,chr16&2817995,chrF2&20068564,chr4&77649105,chr7&125612542,chr14&57718018,chr2&272605902,chr4&31253412
EOG090B01IG,chr8&119735934,chr2&755789672,chr2&137906094,chr1&13412415,chr2&138645039,chr16&23462000,chr16&36296473,chr11&1723602,chr16&26166933,chr16&35244691,chr16&10045158,chrF2&19626045,chr4&78047443,chr7&125924045,chr14&58045482,chr2&272962688,chr4&30830939
EOG090B07QY,chr8&119834893,chr2&756159864,chr2&137965547,chr1&13398933,chr2&138713383,chr16&14748831,,chr11&7982641,chr16&14621242,chr16&23358986,chr16&2459422,chrF2&19608598,chr4&78165080,chr7&125974096,chr14&58117291,chr2&273061604,chr4&30797195
EOG090B0EDJ,chr8&120399014,chr2&757185928,chr2&138208411,chr1&13137935,chr2&138958018,chr16&14738408,chr16&18482133,chr11&7973380,chr16&14611235,chr16&23377268,chr16&2449097,chrF2&19121864,chr4&24419495,chr7&126372508,chr15&43624985,chr2&273455219,chr4&25734701
EOG090B01ZE,chr8&120449716,chr2&757248290,chr2&138223824,chr1&13111460,chr2&138972633,chr16&14875474,chr16&18257737,chr11&8160199,chr16&14793026,chr16&23148053,chr16&2599718,chrF2&19043186,chr4&24437430,chr7&126398245,chr14&58585284,chr2&273483459,chr4&25667151
EOG090B0AYN,chr8&123006447,chr2&760852426,chr2&139193175,chr1&12139224,chr2&139926801,chr16&17959022,chr16&13599784,chr11&12653695,chr16&18562385,chr16&29339318,chr16&5806392,chrF2&16910812,chr4&20796652,chr7&128096239,chr14&60468176,chr2&275081073,chr4&24552373
EOG090B08N0,chr8&123220103,chr2&761270088,chr2&139259245,chr1&12083864,chr2&139994537,chr16&17941367,chr16&13629572,,chr16&18548045,chr16&29445534,chr16&5781348,chrF2&16736087,chr4&22744324,chr7&128249839,chr14&60621467,chr2&275192496,chr4&24452851
EOG090B037F,chr8&123253325,chr2&734824781,chr2&139282836,chr1&12066347,chr2&140017796,chr11&2301239,chr11&1248717,chr22&1414473,chr11&17929995,chr16&29453903,chr11&21388021,chrF2&16719556,chr4&22715764,chr7&128275972,chr14&60644660,chr2&275242592,chr4&24422350
EOG090B00CE,chr8&123966092,chr2&763493377,chr2&139549405,chr1&11772500,chr2&140253797,,scaffold_95_ctg1&71255,chr16&835319,chr22&3752554,chr21&780378,chr22&4535235,chrF2&16043728,chr4&2950932,chr7&128722639,chr14&61133636,chr2&275706455,chr4&12316031
EOG090B041N,chr8&124475110,chr2&764215090,chr2&139780688,chr1&11587817,chr2&140486869,chr11&1788349,chr11&134003,chr22&2384833,chr11&17246834,,chr11&20944623,chrF2&15801122,chr4&3092572,chr7&128976708,chr14&61400312,,chr4&64642932
EOG090B044Z,chr8&124999404,chr2&764964102,chr2&140022389,chr1&11349194,chr2&140717735,chr16&20559664,chr16&10030576,chr11&16161758,chr16&21896938,chr16&23843069,chr16&8496947,chrF2&15352686,chr4&3362297,chr7&129349054,chr14&61797488,chr2&276556928,chr4&16194680
EOG090B0102,chr8&125024617,chr2&765049585,chr2&140036514,chr1&11317330,chr2&140740787,chr16&17233449,chr16&14833493,chr11&11360898,chr16&17629116,chr16&19876865,chr16&5052898,chrF2&15292764,chr4&3377946,chr7&129366543,chr14&61810450,chr2&276733071,chr4&16114608
EOG090B0627,chr8&132024481,chr2&776172306,chr2&142688450,chr1&8571725,chr2&143403251,chr17&19182274,chr17&33024598,chr18&3281663,,,chr17&23500019,chrF2&9783403,chr4&6076546,chr7&133645457,chr14&66415222,chr2&280969581,
EOG090B02IT,chr8&132110575,chr2&776561223,chr2&142740741,chr1&8506848,chr2&143451704,chr17&19146963,chr17&33066996,chr18&3212188,chr17&1083327,chr17&7146183,chr17&23473640,chrF2&9660985,chr4&6113671,chr7&133708819,chr14&66472415,chr2&281078497,chr4&65621782
EOG090B08EK,chr8&132593966,chr2&777531212,chr2&142979795,chr1&8279204,chr2&143684177,chr17&19069411,chr17&33221549,chr18&3089826,chr17&941209,chr17&7288191,chr17&23403892,chrF2&9256764,chr4&6276362,chr7&133953561,chr14&66760130,chr2&281428246,chr4&65987595
EOG090B07QF,chr9&977002,chr1&524494749,chrZ&48488751,chrZ&73955526,chrZ&66181342,chr9&21473513,scaffold_26_ctg1&5627272,chr12&35348487,chr9&22770475,chr9&12435973,chr9&18169249,chrD4&10077167,chrX5&55329718,chr3&165256442,chr12&34664053,chr6&42066168,chr3&51378566
EOG090B04K0,chr9&1051614,chr1&524604009,chrZ&48525539,chrZ&73922742,chrZ&66211538,chr9&21483681,scaffold_26_ctg1&5614106,chr12&35337466,chr9&22757439,chr9&12416798,chr9&18147029,chrD4&10011409,chrX5&55272413,chr3&165189074,chr12&34601012,chr6&42119414,chr3&51425980
EOG090B04OF,chr9&2804331,chr1&527007616,chrZ&49107935,chrZ&73288384,chrZ&66831437,chr22&17976212,chr12&23015070,chr7&34329565,chr12&3751053,chr12&10690627,chr12&4740747,chrD4&8438923,chrX5&53987364,chr3&163575182,chr12&33186742,,chr3&52451449
EOG090B05JP,chr9&4544476,chr17&7160264,chrZ&46598817,chrZ&72756534,chrZ&67278383,chr18&29446612,scaffold_24_ctg1&1626995,chr7&62176733,chr18&8174021,,chr6&21568662,chrD4&6918388,chrX5&52696230,chr3&162057451,chr12&31761502,chr6&44094933,chr3&53547040
EOG090B09DN,chr9&4679768,chr1&531082303,chrZ&46671756,chrZ&72821032,,chr22&12761213,chr12&8238748,,chr12&11076654,chr12&18755493,chr12&10431587,chrD4&6814587,chrX5&52577614,chr3&161950909,chr12&31657310,chr6&44209257,chr3&101132829
EOG090B08UR,chr9&4804663,chr1&531862636,chrZ&46523098,chrZ&72692412,chrZ&67390617,chr22&12777892,chr12&15225355,chr7&26191458,chr12&11025925,chr12&18780490,chr12&10411181,chrD4&6699243,chrX5&52485775,chr3&161830095,chr12&31567502,chr6&44280785,chr3&101181123
EOG090B00KE,chr9&5697682,chr1&533406896,chrZ&46258265,chrZ&72434495,chrZ&67623184,chr12&9049438,chr12&11412406,chr7&22065362,chr12&14820723,chr12&26776962,chr12&12550578,chrD4&5968738,chrX5&51884224,chr3&161199973,chr12&31029665,chr6&44700666,chr3&65942103
EOG090B025H,chr9&5787144,chr1&533629176,chrZ&46233941,chrZ&72409023,chrZ&67676842,chr12&9085020,chr12&11390207,chr7&22112447,chr12&14857174,chr12&26821402,chr12&12582444,chrD4&5919566,chrX5&51833960,chr3&161130615,chr12&30979780,chr6&44788563,chr3&66048793
EOG090B08ZE,chr9&15425419,chr1&461529690,,chrZ&68342466,chrZ&71529063,chr1&10097051,chr1&16126051,chr6&24169326,chr1&3476004,chr1&22100315,chr1&7871149,chrD4&40436134,chrX5&44763056,chr3&152594490,chr12&23244923,chr6&29494008,chr3&65696875
EOG090B0DJ7,chr9&17290708,,chrZ&41594316,chrZ&67399470,,chr1&9779942,chr1&15790701,chr6&24473656,chr1&3703016,chr1&21711242,chr1&7547840,chrD4&41968364,chrX5&43244399,,chr12&21692194,chr6&30590435,
EOG090B06Y3,chr9&19116248,,chrZ&40803689,chrZ&66717836,chrZ&73125356,chr18&14589060,scaffold_23_ctg1&5787431,chr3&11706576,,chr18&15169238,chr18&15598073,chrD4&43663835,chrX5&42086933,chr3&149324882,chr12&20234058,chr6&31875101,chr29&34319644
EOG090B008K,chr9&19266865,chr13&79101282,chrZ&40695070,chrZ&66625716,chrZ&73162700,chr18&14567795,scaffold_23_ctg1&5747867,chr3&11620872,chr18&2745618,chr18&15207034,chr18&15605341,chrD4&43787305,chr5&6085315,chr3&149125536,chr12&20088017,chr6&31955288,
EOG090B00IN,chr9&20848538,,chrZ&40164224,chrZ&66095517,chrZ&73668175,chr18&29502674,scaffold_24_ctg1&1724109,chr3&1335591,chr18&8078345,,chr18&2203208,chrD4&45106035,chrX2&18420369,chr3&147622353,chr12&18778889,chr6&32929865,chr3&57815891
EOG090B0AEW,chr9&21007037,chr1&479427051,chrZ&40146165,chrZ&66060430,chrZ&73762844,chr3&17334342,scaffold_24_ctg1&1710347,,chr18&8116241,chr18&25269927,chr18&2231104,chrD4&45344763,chrX2&18400306,chr3&147593334,chr12&18753612,chr6&32997696,
EOG090B0AJF,chr9&21812716,,chrZ&59729674,chrZ&41925333,chrZ&37479245,chr1&10760687,chr1&17048816,chr6&23333735,chr1&2865557,chr1&22965570,chr1&8446578,chrD4&45911584,chrX5&33267675,,chr12&18180409,chr6&23546330,
EOG090B0D1N,chr9&26842301,,chrZ&62463928,chrZ&44915612,chrZ&34560015,chr18&16489458,scaffold_23_ctg1&8533840,chr3&14442531,chr18&773417,chr18&12099348,chr18&13800527,chrD4&49914535,chrX5&36607374,,chr12&14281131,chr6&21060335,chr3&53759324
EOG090B023D,chr9&26905511,chr1&468549299,chrZ&62432292,chrZ&44892144,chrZ&34587739,chr18&14540519,scaffold_23_ctg1&5717252,chr3&11599734,chr18&2778020,chr18&15254056,chr18&15636229,chrD4&49980445,chrX5&36663779,chr3&142076612,chr12&14237072,chr6&21024377,chr3&53706122
EOG090B057F,chr9&27548236,,chrZ&62195857,chrZ&44621627,chrZ&34844874,chr12&14282641,chr22&26287155,chr19&10078878,chr22&18776955,chr22&1581886,chr22&15318855,,,chr3&141496759,chr12&13744328,chr6&20589783,
EOG090B04DB,chr9&27948851,chr1&471416121,chrZ&62073510,chrZ&44458954,chrZ&35020448,chr10&18334638,chr10&6192946,chr2&4930709,chr10&5278591,chr10&34478033,chr10&6059753,chrD4&50898532,chrX5&37493864,chr3&141094286,chr12&13426486,chr6&20372594,chr3&82957984
EOG090B08Q5,chr9&32973498,chr1&427269880,chrZ&60305891,chrZ&42583674,chrZ&36853948,chr1&11277916,chr1&18001871,chr6&22508649,chr1&8237713,chr1&31547062,chr1&9000339,chrD4&55086645,chrX5&22761634,chr3&181745821,chr12&50143468,chr6&1724449,chr3&76863089
EOG090B0CXN,chr9&33255219,chr2&349153911,chr2&86696404,chr1&65794863,chr2&87700217,chr17&15198238,chr17&22548984,chr18&13481839,chr17&7529405,chr17&22254803,chr17&17363219,chrD4&55323771,,chr3&181978570,chr12&50352141,chr2&114792514,chr2&21549340
EOG090B00RO,chr9&33290477,,chr2&60037213,chr1&144454963,chr2&73787317,chr2&20999588,chr20&22039929,chr9&21468383,chr20&5041238,chr20&13208397,chr20&11048081,chrD4&55358278,chrX3&2071452,chr3&182012478,chr12&50383677,chr2&126045386,chr2&21413911
EOG090B00YY,chr9&33454035,,,chrZ&92786038,chrZ&43295594,,chr9&17039803,chr12&21023781,chr9&8808875,chr9&19215184,,chrD4&55508162,chr3&61337894,chr3&182148249,chr12&50505786,chr6&131369797,chr1&142304599
EOG090B0FXK,chr9&34339040,chr1&809003389,chrZ&9723803,chrZ&92474911,chrZ&43618710,chr5&8257536,chr5&10512427,chr5&26901956,chr5&9609105,chr5&24494720,chr5&23144462,chrD4&56039972,chr3&50731010,chr3&182650226,chr12&50906501,chr6&131947156,chr1&141805357
EOG090B096A,chr9&34552157,,chrZ&10443700,chrZ&91647267,chrZ&44313382,chr22&15095684,chr12&18788329,chr7&29355333,chr12&7707663,chr12&18588259,chr12&7864309,chrD4&56214176,chr3&50298460,chr3&182811825,chr12&51062687,chr6&132775774,chr1&148944387
EOG090B0DPT,chr9&34635632,chr1&811631506,chrZ&10076299,chrZ&92118351,chrZ&43950481,chr22&14706889,chr12&18267638,chr7&28727081,chr12&8428016,chr12&17844926,chr12&8359683,chrD4&56295653,chr3&50093522,chr3&182893384,chr12&51142140,,chr1&148366316
EOG090B0AKV,chr9&35661987,chr1&838494530,chrZ&11466473,chrZ&90666255,chrZ&45400656,chr23&425054,scaffold_52_ctg1&1341989,chr17&38649256,chr23&7162436,chr6&374123,,chrD4&57225742,chr3&52199491,chr3&183653897,chr12&51845093,chr6&137724679,chr21&11550422
EOG090B020F,chr9&35737169,chr1&831963071,chrZ&11289149,chrZ&90844374,chrZ&45207480,chr18&19813779,Super_Scaffold_8&19295455,chr3&20906916,chr18&11677400,chr18&6622314,chr18&10632105,chrD4&57293904,chr3&52068328,chr3&183722230,chr12&51920038,chr6&136800003,chr1&139818129
EOG090B072B,chr9&35748766,chr1&831862045,chrZ&11279685,chrZ&90859796,chrZ&45197102,chr18&19807119,Super_Scaffold_8&19308554,chr3&20895480,chr18&11668519,chr18&6640956,chr18&10644349,chrD4&57306047,chr3&52063062,chr3&183733700,chr12&51932142,chr6&136763251,chr1&139936000
EOG090B02G5,chr9&36212495,,chrZ&25125974,chrZ&31165303,chrZ&6409145,chr1&17674970,chr1&28459948,chr6&12573538,chr1&15589237,chr1&33264664,chr1&21024049,chrD4&57749496,chrX5&15289857,chr3&184103932,chr12&52254144,chr6&9914948,chr1&35808878
EOG090B0DZR,chr9&37753814,chr1&422048973,chrZ&73991102,chrZ&22852641,chrZ&79076352,chr18&20072658,,chr3&21503480,,chr15&16899346,chr18&10482643,chrD4&59141102,chrX5&12931911,chr3&185272771,chr12&53381332,chr6&11777012,
EOG090B0FWQ,chr9&37780679,chr1&430581097,chr6&5645980,chr5&29422859,chr6&11887961,chr9&28278583,chr10&1469888,chr2&9543821,fCotGob3_37arrow_ctg1&160675,chr10&40694328,chr10&3007146,chrD4&59153741,chrX5&12915552,chr3&185282505,chr12&53393292,chr7&59010926,chr1&49334283
EOG090B05R7,chr9&69718342,chr1&521178720,chrZ&37647334,chrZ&63335395,chrZ&24849286,chr9&1708151,scaffold_63_ctg1&832646,chr12&1047824,chr9&27537191,chr9&40979769,chr9&648463,chrD4&12142023,chrX5&57153965,chr3&167191015,chr12&36463225,chr6&40676968,chr3&75254325
EOG090B0HIV,chr9&71927229,chr1&517728282,chrZ&38399788,chrZ&64156545,chrZ&13836902,chr9&8967257,chr9&18810687,chr12&22688384,chr9&7470738,chr9&21167515,chr9&9525141,chrX&117212781,,chr3&169054708,,chr6&39329888,chr3&76407646
EOG090B0530,chr9&72187643,chr1&517595284,chrZ&38444636,chrZ&64228334,chrZ&13883475,chr9&8951338,,chr12&22698845,chr9&7460022,,chr9&9512090,chrD4&14410121,chrX5&58878804,chr3&169272659,chr12&38317560,chr6&39218799,chr3&76478993
EOG090B07OV,chr9&74983767,chr1&546029324,chrZ&39450533,chrZ&65299801,chrZ&14874294,chr9&7530726,chr9&20885142,chr12&24551565,chr9&5871579,chr9&23784262,chr9&8025943,chrD4&16808119,chrX5&61007399,chr3&171524143,chr12&40395723,chr6&37684107,chr3&33820985
EOG090B0DJI,chr9&75116472,chr1&546388027,chrZ&39467327,chrZ&65333731,chrZ&14902397,chr9&16622996,chr9&8096952,chr12&12086804,chr9&16082266,chr9&4743744,chr9&14960420,,chrX5&61090482,chr3&171636350,chr12&40479233,chr6&37641385,chr3&33950983
EOG090B08RA,chr9&83939511,chr6&180911673,chrZ&34949225,chrZ&60412710,chrZ&58310367,chr9&14075647,chr9&11520441,chr12&15472437,chr9&13247842,chr22&2834792,chr9&17513872,chrD4&24936315,chrX5&67148408,chr3&178724212,chr12&47261371,chr6&45330532,chr3&39433438
EOG090B044S,chr9&84000987,chr1&567602010,chrZ&34923816,chrZ&60386161,chrZ&58284267,chr9&14061090,chr9&11543632,chr12&15495386,chr9&13222698,chr9&336339,chr9&17533813,chrD4&24993733,chrX5&67203797,chr3&178800915,chr12&47328957,chr6&45373323,chr3&39472811
EOG090B0A5Q,chr9&86060765,,chrZ&34269356,chrZ&59691499,chrZ&57591765,chr9&13882319,chr9&11809429,chr12&15836121,chr9&13039291,chr9&89617,chr9&17698942,chrD4&26680774,chrX5&68505069,chr3&180211090,chr12&48702749,chr6&46427932,
EOG090B021W,chr9&87618556,chr1&561710128,chrZ&33657957,chrZ&59125155,chrZ&12269527,chr9&21312292,scaffold_26_ctg1&4279754,chr12&35524096,chr9&22932681,chr9&12602488,chr9&18285435,chrD4&27994427,chrX5&69319461,chr3&181320011,chr12&49736061,chr6&47235993,chr3&41793039
EOG090B00PB,chr9&92208489,,chr12&1672546,chr11&19996935,chr12&17678320,chr5&16557531,chr5&23626334,chr5&18318915,chr5&13023135,chr5&13384524,chr5&9954164,chrD4&527988,chrX1&103915482,chr2&120532527,chr12&265047,chr7&89295095,chr18&46165681
EOG090B05D7,chr9&92615832,chr4&187121168,chr12&4025373,chr11&20314517,chr12&15889266,chr5&21794745,chr5&31707110,chr5&11364992,chr5&25657357,chr5&4548687,chr5&4500736,chrD4&828849,chrX1&104347212,chr2&120971918,chr12&631306,chr7&88813674,chr18&46730394
EOG090B02BC,chr9&92976257,chr4&373605662,chr12&1985541,chr11&16450556,chr12&20866047,chr7&318889,chr7&14138322,,,chr7&6411277,,chrD4&1015160,chrX1&75704573,chr2&121182378,chr12&830396,chr7&102138408,chr18&394395
EOG090B0GYS,chr9&93058743,chr4&373318111,chr12&2079334,chr11&16557982,chr12&20819346,chr7&17088146,chr7&14186635,,chr7&5992739,chr6&22001220,chr7&4762151,chrD4&1066319,chrX1&75958371,chr2&121233033,chr12&872193,chr7&102027742,
EOG090B0CCT,chr9&96636393,,chrZ&32825453,chrZ&58234983,chrZ&11388716,chr9&16424049,chr9&8377466,chr12&12376713,chr9&15825701,,chr9&15185209,,,,,,
EOG090B05C3,chr9&97602469,chr1&424701458,chrZ&60095038,chrZ&42353676,chrZ&37078257,chr10&21147788,chr10&1938149,chr2&9018659,,chr10&39697644,chr10&3204776,chrD4&59994006,chrX5&8889511,chr3&185993143,chr12&54135794,chr6&1094284,chr3&59214819
EOG090B0257,chr9&97633882,,chrZ&60105643,chrZ&42364374,chrZ&37049107,chr10&21151222,chr10&1928974,chr2&9022687,,chr10&39710383,chr10&3197561,chrD4&60016532,chrX5&8839415,chr3&186009436,chr12&54153671,chr6&1136483,chr3&59245452
EOG090B0LG2,chr9&97675439,chr1&425297951,chrZ&60141404,chrZ&42398157,chrZ&37020050,chr1&17730421,chr1&28552478,chr6&12432375,chr1&15678930,chr1&33177164,chr1&20905049,chrD4&60057724,chrX5&8819879,chr3&186049052,chr12&54192592,chr6&1202860,chr3&59315436
EOG090B01HH,chr9&98290584,,,,,chr11&12655612,chr11&19984953,chr22&18130918,chr11&5506339,chr11&13757535,chr11&10658717,chrD4&60553294,chrX3&1927526,chr3&186483338,chr12&54603170,,
EOG090B02JZ,chr9&98736519,,chr2&88846270,chr1&63537717,chr2&89832439,chr2&34209995,chr20&13653484,chr9&9373624,chr20&13530808,chr20&5920448,chr20&18220977,chrD4&60928458,chrX3&1784374,chr3&186854546,chr12&54977408,chr2&121260314,chr2&144297026
EOG090B09JN,chr9&99217934,chr2&351377699,chr2&90795797,chr1&61620525,chr2&91738461,chr16&11748024,chr16&23198811,chr11&19259994,chr16&11459633,chr16&15211626,chr16&14693271,chrD4&61347231,chrX3&1462917,chr3&187238968,chr12&55353747,chr2&117032759,chr2&23197495
EOG090B04ZS,chr9&99808626,,chr2&90435339,chr1&61950126,,chr2&3584652,chr7&9150668,chr23&24022314,,chr21&11265388,,chrD4&61889429,chrX3&1286620,chr3&187722131,chr12&55830818,chr2&117637782,chr7&32943855
EOG090B0CFH,chr9&99915240,,chr2&90397057,chr1&62024896,chr2&91341153,chr16&11640640,chr16&23343880,chr11&19371208,chr16&11364881,chr16&15094289,chr16&14792753,chrD4&61976113,chrX3&1240915,chr3&187794134,chr12&55903047,chr2&117730036,chr2&22818987
EOG090B06EJ,chr9&99982612,,chr2&90360216,chr1&62053849,chr2&91304006,chr16&11629703,chr16&23354104,chr11&19381919,chr16&11353400,chr16&15079276,chr16&14800662,chrD4&62040230,chrX3&1208439,chr3&187851431,chr12&55956167,chr2&117827977,chr2&22767113
EOG090B01KT,chr9&100206523,,chr2&90257444,chr1&62102328,chr2&91206647,chr16&11610245,chr16&23366985,chr11&19395018,chr16&11331235,chr16&15054593,chr16&14815082,chrD4&62197595,chrX3&1109912,chr3&187911273,chr12&56004511,chr2&118031350,chr2&22572374
EOG090B020X,chr9&100306697,,chr2&90203060,chr1&62187259,chr2&91154428,chr16&11600689,chr16&23395580,chr11&19432100,chr16&11321617,chr16&15044621,chr16&14832727,chrD4&62299420,chrX3&1081411,chr3&188047779,chr12&56135562,chr2&118234148,chr2&22513292
EOG090B09F9,chr9&101269865,chr1&444362843,chrZ&65594968,chrZ&48252549,chrZ&19260393,chr22&14344124,chr12&17740605,chr7&28175427,chr12&8909882,chr12&33413016,chr12&8739345,chrD4&63143734,chrX5&17369242,chr3&188807930,chr12&56789723,chr6&13967781,chr3&79930240
EOG090B0711,chr9&101475881,chr13&2551866,chrZ&65658400,chrZ&48312063,chrZ&19233480,chr1&1612232,chr1&2801311,chr6&37146427,chr1&1481424,chr17&33569867,chr1&68727,chrD4&63321650,chrX5&17566634,chr3&188952433,chr12&56919247,chr6&13923537,chr19&10993255
EOG090B0I2C,chr9&105662497,,,,,,,,,,,,,,,,
EOG090B0GO1,chr9&108934487,chr2&376791555,chr2&89604372,chr1&62834151,chr2&90567804,chr11&12798508,chr11&20176645,chr22&18338571,chr11&5486064,chr11&13967590,chr11&10570020,chrD4&69601562,chrX2&19358556,chr3&194223399,chr12&62023641,chr2&119705182,chr2&100051503
EOG090B0BO9,chr9&109137455,chr2&349239489,chr2&85293460,chr1&67157038,chr2&86343086,chr16&11763541,chr16&23188825,chr11&19240797,chr16&11473093,chr16&15229518,chr16&14669118,chrD4&69791366,,chr3&194382356,chr12&62194243,,
EOG090B01BC,chr9&110121551,chr1&536031617,chrZ&64989596,chrZ&47659665,chrZ&30228721,chr22&14237555,chr12&17582559,chr7&27936569,chr12&9051737,chr12&8536460,chr12&8843133,chrD4&70623306,chrX3&24782285,chr3&195158503,chr12&62963527,chr6&15029301,
EOG090B08YV,chr9&110921969,chr19&27228231,chrZ&63969997,chrZ&46596941,chrZ&31308221,chr22&15235223,chr12&18972342,chr7&29554965,chr12&7533167,chr12&14882810,chr12&7726214,,,chr3&195682300,,,chr3&77831461
EOG090B00A3,chr9&111362030,chr1&539126788,chrZ&64363059,chrZ&47003926,chrZ&30880377,chr1&13995204,chr1&22792472,chr6&18194598,chr1&11251759,chr1&27397319,chr1&25426228,chrD4&71603252,chrX3&23178281,chr3&196011443,chr12&63802544,chr6&16251176,chr3&78116016
EOG090B090G,chr9&111631468,chr1&539026532,chrZ&64427369,chrZ&47067204,chrZ&30870265,chr22&18831206,chr12&24323842,chr7&35708769,chr12&1227430,chr12&9127179,chr12&574956,chrD4&71808859,chrX3&23319378,chr3&196185688,chr12&63989626,chr6&16200331,chr3&78294947
EOG090B06XE,chr9&111897216,,chrZ&64570564,chrZ&47193832,chrZ&30707558,chr12&328312,,,,,chr12&20811867,chrD4&72010994,chrX3&23644994,,chr12&64160135,,chr3&78477347
EOG090B0G16,chr9&113256149,chr8&141500668,chr17&1192096,chr15&10466389,chr17&1347738,chr12&231936,,chr7&43469282,fCotGob3_248arrow_ctg1&14718,chr12&5859084,chr12&20891690,chrD4&73226668,chr4&25119839,chr3&197469800,chr12&65160589,chr16&551435,chr32&1038227
EOG090B07JO,chr9&113297606,,,chr15&10498366,chr17&1325722,chr9&13286060,chr9&12667573,chr12&16741677,chr9&12288909,chr9&39143542,chr9&13965206,chrD4&73299469,chr4&25191142,,chr12&65210750,,chr32&940055
EOG090B08GS,chr9&113388300,chr8&149869464,chr17&1222267,chr15&10517492,chr17&1305438,chr22&17316052,chr12&21954995,chr7&33085907,chr12&4724607,chr12&4754689,chr12&5473237,chrD4&73363289,chr4&25251181,chr3&197578072,chr12&65261007,chr16&3385097,chr32&311538
EOG090B01I6,chr9&113988238,chr8&158970803,chr17&1458314,chr15&10954213,chr17&876639,chr12&8232695,chr12&12535863,chr7&20845922,chr12&13885481,chr12&25410240,chr12&13368039,chrD4&73912374,chr4&23092560,chr3&198063198,chr12&65740732,chr16&4532442,chr32&18467875
EOG090B09OA,chr9&114624307,chr8&129086253,chr17&252139,chr15&9165535,chr17&2976480,chr11&7592832,chr11&11870115,chr22&10685535,chr11&9788207,chr11&6987332,chr11&15866434,chrD4&74436613,chr4&26490842,chr3&198540360,chr12&66226722,chr16&8657573,chr30&51402
EOG090B0092,chr9&116184866,chr10&69654522,chr8&4483417,chr8&40332964,chr8&4096340,chr17&4066394,chr17&3226630,chr18&34618123,chr17&16805829,chr17&9295277,chr17&5577435,,chr16&7445168,chr14&20164631,chr22&10274440,chr8&52630802,chr10&26808932
EOG090B028P,chr9&119167084,chr8&122370512,chr17&3340898,chr15&7409016,chr17&4963823,chr12&7731878,chr12&13229995,chr7&20092740,chr12&13286450,chr12&24631913,chr12&13839573,chrD4&78469005,chr4&29873242,chr3&202294048,chr12&69971025,chr16&11217350,chr32&2811379
EOG090B05UL,chr9&120764559,chr8&103550483,chr17&2090777,chr15&4300549,chr17&11857104,chr22&19527732,chr12&358013,chr7&8895276,chr12&320349,chr12&31826307,chr12&2718007,,chr4&48470187,chr3&203530209,chr12&71241651,chr16&26688824,chr32&25249216
EOG090B05KM,chr9&120817906,,chr17&10416525,chr15&1840295,chr17&9820004,chr12&5766970,chr12&7248190,chr7&17062118,,chr12&28134660,chr12&15846785,,chr4&42213038,chr3&203564665,chr12&71278324,chr16&20942526,chr32&12442650
EOG090B0FUN,chr9&122144241,chr8&119602265,chr17&7538352,chr15&2353736,chr17&10233375,chr22&12202004,chr12&8978112,chr7&24611225,chr12&11764578,chr12&19700393,chr12&10997304,chrD4&81093268,chr4&43670575,chr3&204636104,chr12&72368902,chr16&22463293,chr32&19148486
EOG090B0JJR,chr9&122159973,chr8&119667866,chr17&7525128,chr15&2355941,chr17&10236086,chr22&12206790,chr12&8965480,chr7&24617062,chr12&11754280,chr12&19678664,chr12&10987909,chrD4&81113969,chr4&43679590,chr3&204650326,chr12&72382899,chr16&22469252,chr32&19132872
