BuscoID,BUSCO_LittleSkate,BUSCO_Chicken,BUSCO_Human,BUSCO_Mouse,BUSCO_ThornySkate,BUSCO_Zebrafish
132279at7742,chr13&6059525,chr1&106990971,chr16&24858644,chr7&123235620,chr22&24812767,
275566at7742,chr13&6278682,chr1&106783022,chr21&33589822,chr16&91673102,chr14&7848361,chr1&47091825
193456at7742,chr13&6327593,chr1&107903433,chr21&36036117,chr16&93583550,chr14&7906807,chr1&47106620
8503at7742,chr13&6414615,chr1&107924885,chr21&36164734,chr16&93716175,chr14&8006890,chr9&33158191
210107at7742,chr13&6671424,chr1&108002341,chr21&36386137,chr16&93884496,,chr9&30543714
134368at7742,chr13&7230623,,,,,
411258at7742,chr13&7287781,chr1&108339035,chr1&62189028,,chr14&8846044,chr10&111041
378519at7742,chr13&7566009,chr1&109262489,chr21&39175590,chr16&95980037,chr14&9135719,chr10&207225
280649at7742,chr13&8558888,chr1&108393164,chr21&37206269,chr16&94495660,chr14&10135762,chr10&76898
76254at7742,chr13&10216537,chr1&110474372,chr21&41990895,chr16&97949881,chr14&12226054,chr10&32648320
209187at7742,chr13&11441227,chr1&106776186,chr21&33578307,chr16&91679889,chr14&13498270,
239538at7742,chr13&11549575,chr1&106667148,chr21&33487934,chr16&91616197,chr14&13631345,chr9&35872805
296225at7742,chr13&12372351,chr1&85287414,chr3&98565002,chr16&58670428,chr14&14532401,chr8&18602260
8995at7742,chr13&12533607,chr1&106243613,chr21&32314918,chr16&90751985,chr14&14703207,chr15&5632666
373808at7742,chr13&12623086,chr1&105292707,chr21&28876385,chr16&87354253,chr14&14784074,chr1&949243
380542at7742,chr13&13684518,chr1&90073522,chr3&88150053,,,chr9&16236862
78292at7742,chr13&14436685,chr1&81318626,chr1&147242704,chr3&97562560,chr14&16808670,chr6&36828688
276229at7742,chr13&14461592,chr10&6685701,chr15&43335108,chr2&121142244,chr14&16830361,chr25&20568173
177338at7742,chr13&14631171,chr1&85989575,chr3&100365564,chr16&57121892,chr14&17018745,chr6&28946247
108967at7742,chr13&14711434,chr1&85946034,chr3&100261019,chr16&57170359,chr14&17098484,chr6&28913355
370236at7742,chr13&15026713,chr1&85703144,chr3&100147011,chr16&57302199,chr14&17426122,chr9&29985034
374832at7742,chr13&15596447,chr1&86094858,chr3&100713686,chr16&56690771,chr14&18019814,chr9&30114706
391566at7742,chr13&16393892,chr1&86430733,chr16&72086637,chr8&109568966,,chr1&513379
172737at7742,chr13&16413349,chr1&86432606,chr3&101562071,chr16&56034026,chr14&18650519,chr1&509159
47069at7742,chr13&16448217,chr1&86451769,chr3&101651166,chr16&55974062,chr14&18698425,chr6&29145256
90853at7742,chr13&16486728,chr1&86473967,chr3&101724677,chr16&55903037,chr14&18748539,chr1&11977
277286at7742,chr13&16935561,chr1&86529899,chr3&101849629,chr16&55812730,chr14&19205706,chr1&11977
266951at7742,chr13&21277365,chr1&171383178,chr13&51336696,chr14&62664942,chr14&23784661,chr9&23843164
214140at7742,chr13&21317406,chr1&171345788,chr13&51244897,chr14&62581532,,chr9&23862248
292437at7742,chr13&21370733,chr1&171225229,chr13&50910077,chr14&62332116,chr14&23869942,chr9&29671614
235046at7742,chr13&22558744,chr4&1407173,chrX&78754870,chrX&106930212,chr14&25161383,chr14&10491017
62307at7742,chr13&22575421,chr1&170073014,,chr14&73197211,,chr21&22961427
358562at7742,chr13&22688243,chr1&170001414,chr13&48077139,chrX&13377866,chr14&25298934,chr9&25321138
187843at7742,chr13&22890039,chr1&169325017,chr13&46053614,chr14&75255257,chr14&25519398,chr1&29759700
104785at7742,chr13&22922477,chr1&169277758,chr13&45957127,chr14&75291578,chr14&25578848,chr1&29761574
70039at7742,chr13&23119819,chr1&169111123,chr13&45465037,chr14&75696181,chr14&25789280,chr9&53843945
325638at7742,chr13&23221825,chr1&169018068,chr13&45193788,chr14&75962591,chr14&25899695,chr9&18876685
333698at7742,chr13&23274868,chr1&168950889,chr13&45000080,chr14&76090528,,chr1&34685546
246595at7742,chr13&23303808,chr1&168917611,chr13&44941206,chr14&76110933,chr14&25983713,chr6&59944485
197276at7742,chr13&23779812,chr1&168515181,chr13&43880986,chr14&77029529,chr14&26493531,chr9&18572970
347924at7742,chr13&24660273,chr4&9589941,chrX&136644881,chrX&57210078,chr12&20633190,chr14&31788988
23996at7742,chr13&24711939,chr1&167729859,chr13&42291663,chr14&78495776,chr14&27470832,chr9&17965150
11195at7742,chr13&25111466,chr1&167371892,,,chr14&27924665,chr9&17646386
192799at7742,chr13&25388291,chr1&119754159,chrX&23703894,chr15&20665334,chr14&28129514,
297599at7742,chr13&25712827,chr1&169635372,chr13&46752655,chr14&7241442,chr14&28422410,chr9&25172315
363574at7742,chr13&25979424,chr1&123275284,chrX&15627971,chrX&164090273,chr14&28703489,chr23&40873834
173248at7742,chr13&26644289,chr1&120493608,chrX&21839735,chrX&157550928,chr14&29399156,chr24&25449331
74963at7742,chr13&26732801,chr1&120306429,chrX&22033006,,chr14&29499401,chr24&25401443
213224at7742,chr13&26853792,chr1&138890492,chr13&113178198,chr8&13078200,chr14&29621639,chr1&152316
23692at7742,chr13&27133329,chr1&84353819,chr3&113291557,chr16&44404099,chr14&29948006,
291702at7742,chr13&27421688,chr28&3843672,,chr6&122606306,chr14&30253574,chr17&4227274
152476at7742,chr13&27497214,chr1&138697264,chr13&113495582,chr8&13291728,chr14&30322382,chr1&218524
327391at7742,chr13&27586227,chr1&167163813,chr13&41053599,chr14&79461922,chr14&30419063,
52541at7742,chr13&27630535,chr1&85262293,chr1&117064995,chr3&100939968,chr14&30460260,chr9&9927712
299207at7742,chr13&28626040,chr1&84794113,chr1&169402034,chr1&164262645,,chr8&18617368
249392at7742,chr13&28641809,chr1&84804007,chr1&169369523,chr1&164292226,chr14&31525073,chr1&496319
192058at7742,chr13&29184493,chr1&85251107,chr1&168085531,chr1&165306222,chr14&32106576,
270182at7742,chr13&29297419,chr1&84701461,chr3&112532699,chr16&45159100,chr14&32215151,chr6&7110551
208949at7742,chr13&29773920,chr11&18555028,chr16&89081284,chr8&122761354,,chr7&55952826
311983at7742,chr13&31186093,chr1&113579538,chrX&40581066,chrX&12587896,chr14&33912265,chr22&11123931
261213at7742,chr13&31776441,chr1&114206563,chrX&38352697,chrX&10252437,chr14&34494068,chr9&30268123
343013at7742,chr13&32244172,chr1&85241419,chr1&168179078,chr1&165215740,chr14&34977080,chr10&10949
23675at7742,chr13&37949498,chr1&119314429,chrX&24693962,chrX&93559730,chr14&40968929,chr24&23840952
163788at7742,chr13&44253846,chr1&105353097,,chr16&87483988,chr14&47619783,chr10&25330339
320027at7742,chr13&44325874,chr1&105327193,chr21&29006417,chr16&87434392,chr14&47694199,chr20&26907699
13296at7742,chr13&44333880,chr1&105297678,chr21&28925821,chr16&87379251,chr14&47704053,chr10&23099947
97370at7742,chr13&44461513,chr1&119678708,chrX&23987921,chrX&94252422,chr14&47842368,chr24&16965906
27595at7742,chr13&44564180,chr1&81514360,chr3&119348303,,,chr5&67671409
242369at7742,chr13&44979291,chr1&81395750,chr3&119212549,chr16&38751156,chr14&48341508,chr5&67737445
196963at7742,chr13&45132684,chr1&83767562,chr3&114056850,chr16&43863070,chr14&48509747,chr24&21060311
135349at7742,chr13&45163955,chr1&83782815,chr3&113965155,chr16&43889991,chr14&48557664,chr24&21093939
317722at7742,chr13&45233235,chr1&84529912,chr3&112991000,chr16&44739299,chr14&48639223,chr9&27322346
434790at7742,chr13&45266086,chr1&120537688,chrX&21737563,chrX&157702974,chr14&48659552,chr24&25475334
131994at7742,chr13&45294059,chr1&120595114,chrX&21655854,chrX&157818435,chr14&48688663,chr24&25502087
356132at7742,chr13&47726030,chr1&124357598,chrX&13662509,chrX&166502318,chr14&51258122,chr1&35949629
120085at7742,chr13&47818916,chr1&124311576,chr5&37209367,chrX&166391016,chr14&51357741,chr9&54716619
384054at7742,chr13&48094541,chr1&124157132,chrX&14008913,chrX&166160531,chr14&51648344,chr1&29058836
101457at7742,chr13&48821440,chr1&123714499,chrX&14843567,chrX&164982524,chr14&52417166,
159334at7742,chr13&48862578,chr1&123681335,chrX&14873304,chrX&164938555,chr14&52446437,chr9&54985057
111254at7742,chr13&50228878,chr1&88379125,chr3&107699740,,chr14&53826163,chr10&28470307
129936at7742,chr13&50479160,chr1&88829084,chr3&108551149,chr16&48994278,chr14&54042911,chr24&25207943
332036at7742,chr13&50855043,chr1&89913247,chr3&112086408,chr16&45623433,chr14&54393974,
64333at7742,chr13&51049385,chr1&89855676,chr3&112039553,chr16&45656408,chr14&54589342,chr24&21843211
373482at7742,chr13&51252767,chr1&93005602,chr1&167542255,chr1&165763785,chr14&54795183,KN150699.1&15786
129062at7742,chr13&51690404,chr1&93210808,chr1&167093732,chr1&166098625,chr14&55569669,KZ116034.1&404
191412at7742,chr13&51997956,chr1&80955888,chr3&119605346,chr16&38396451,chr14&55856817,chr9&21210231
116359at7742,chr13&52527081,chr1&80897079,chr3&119703099,chr16&38298084,chr14&56375954,chr9&9441584
417710at7742,chr13&52793185,chr1&84524974,chr1&109064523,chr11&53200684,chr14&56577344,chr23&20429169
336050at7742,chr13&53283831,chr1&80556322,chr3&120689823,chr16&37539915,chr14&57068052,chr9&32649084
166301at7742,chr13&53314356,chr1&80578281,chr3&120628380,chr16&37572295,chr14&57090356,chr24&23958554
402896at7742,chr13&53513597,chr1&77454577,chr11&73850462,chr16&36072087,chr14&57414181,chr24&20922756
192368at7742,chr13&53604883,chr1&81338922,chr3&119431981,chr16&38564189,chr14&57504287,chr1&39822
20246at7742,chr13&53805522,chr1&79792992,chr1&117966598,chr3&99921260,chr14&57689101,chr8&13036342
282590at7742,chr13&54494400,chr1&79450309,chr1&119032911,chr3&99185347,chr14&58382242,chr9&21072490
69813at7742,chr13&55006367,chr1&79885729,chr1&117933320,chr3&100138687,chr14&58835358,chr9&20856078
211012at7742,chr13&55079885,chr1&79907924,chr1&117870569,,chr14&58913630,chr9&20807279
427367at7742,chr14&7300,chr9&5388993,chr2&240139170,chr1&92644333,chr13&45510,chr24&26303199
95871at7742,chr14&914617,chr9&1234458,chr2&232879489,chr1&87477554,chr13&832071,chr15&40075390
271425at7742,chr14&2655187,chr9&6034122,chr3&139334021,chr9&98588831,chr13&2791130,chr15&6948971
214745at7742,chr14&3973751,chr9&7020340,chr3&141260176,chr9&96806136,chr13&4069635,chr15&41828215
406396at7742,chr14&5588627,chr9&8273513,chr2&223052145,chr1&78817637,chr13&5640479,chr15&43083812
367625at7742,chr14&5985004,chr9&8549319,chr2&224400419,chr1&80211600,chr13&6163880,chr15&1794875
396521at7742,chr14&7001058,chr9&22646165,chr3&158517398,chr10&91252145,chr13&7167671,chr15&2382230
192350at7742,chr14&7130100,chr9&22560607,chr3&158802006,chr3&67582591,chr13&7285865,
79542at7742,chr14&8138244,chr9&22348869,chr3&160258525,chr3&68894071,,chr15&1494673
41189at7742,chr14&8255228,chr9&22313765,chr3&160400827,chr3&69006081,chr13&8461864,chr15&1535765
221230at7742,chr14&8306885,chr9&22301061,chr3&160435854,chr3&69036794,chr13&8509495,chr15&1575059
139974at7742,chr14&8515377,chr9&22123981,chr3&161212345,chr3&69722255,chr13&8720864,chr15&1654475
224472at7742,chr14&10787107,chr9&20715091,chr3&167789129,chr3&75613098,chr13&11328477,chr18&5127523
99383at7742,chr14&11116144,chr9&22861124,,,chr13&11696478,chr18&41384316
122963at7742,chr14&11481766,chr9&23002053,chr3&156677629,chr3&65529369,chr13&12084918,chr18&34599317
390017at7742,chr14&11582945,chr9&23034810,chr3&156543734,chr3&65368798,chr13&12193808,chr18&34542710
95741at7742,chr14&11826452,chr9&23084011,chr3&155883749,chr3&63976284,chr13&12453644,chr18&34168308
219513at7742,chr14&11860153,chr9&23105765,chr3&155828210,chr3&63943249,chr13&12489676,chr18&34158228
392098at7742,chr14&11874505,chr9&23117505,chr3&155763517,chr3&63895906,chr13&12506535,chr18&34146988
49005at7742,chr14&12100607,chr9&19382548,chr3&172754531,chr3&27100813,chr13&12718226,chr11&10396587
323966at7742,chr14&13751689,chr9&17737306,chr3&179025017,chr3&32340865,chr13&14422946,chr11&34522566
388786at7742,chr14&13917571,chr9&17588539,chr3&179588872,,chr13&14597877,chr6&29397661
407881at7742,chr14&13931581,chr9&17584995,chr3&179604816,chr3&32737082,chr13&14609789,chr6&29403023
404333at7742,chr14&14159379,chr9&15495496,chr2&231732952,chr1&86543502,chr13&14844090,chr6&29693686
371129at7742,chr14&16037611,chr9&16104141,chr3&184363493,,chr13&16794496,chr22&36524394
137061at7742,chr14&16510200,chr9&12975547,chr3&194642068,chr16&30561683,chr13&17271748,chr11&34220271
328147at7742,chr14&16616282,chr9&12909891,,chr16&30992306,chr13&17396526,chr11&34402416
81711at7742,chr14&17141190,chr9&15727596,chr2&232480153,chr1&87147987,chr13&17957222,chr15&47009079
84543at7742,chr14&17385273,chr9&15359987,chr2&231206239,chr1&86156955,chr13&18239045,chr22&36530237
172922at7742,chr14&18258513,chr9&698725,chr3&136250376,chr9&100982685,chr13&19322883,chr2&25108940
146445at7742,chr14&22456436,chr9&1466501,chr2&127481044,chr18&32068006,chr13&23922600,chr15&46633184
105918at7742,chr14&23111143,chr9&2775970,chr3&183699025,chr16&20143655,chr13&24618109,chr2&44615691
129046at7742,chr14&23297765,chr9&2729068,,,chr13&24809675,
259790at7742,chr14&23425883,chr9&4871907,chr3&196554211,chr16&32247218,chr13&24935365,chr15&2498531
277134at7742,chr14&23720635,chr9&5001697,,,chr13&25244463,
375859at7742,chr14&24075889,chr4&50723141,chr4&73058114,chr5&90214999,chr13&25621936,chr14&52357740
27463at7742,chr14&24832240,chr9&5058211,chr2&240998838,chr1&93235989,chr13&27399031,chr6&27452289
290567at7742,chr14&24915292,chr14&12198196,chr3&136976021,chr9&100459125,chr14&13681624,chr2&5521847
193224at7742,chr14&26776407,chr9&4891735,chr3&196356685,chr16&32333688,,chr2&16710907
412084at7742,chr14&26953073,chr9&1632997,,chr18&31789172,chr13&29756422,chr2&1124589
97499at7742,chr14&26983872,chr9&1569787,chr2&127704775,chr18&31827285,chr13&29783174,chr2&5409286
349261at7742,chr14&27239164,chr8&1634705,chr1&108648566,chr3&108940338,chr13&30059435,chr20&33744181
408649at7742,chr14&27439734,chr9&5077826,chr2&241095998,chr1&93301460,chr13&30239999,chr2&44550738
42975at7742,chr14&27454704,chr9&5079172,chr2&241106566,,chr13&30260379,chr2&44498091
278370at7742,chr14&27508113,chr9&5098353,chr2&241150496,chr1&93343660,chr13&30314521,chr2&16696076
397319at7742,chr14&27738339,chr9&4852537,chr3&196707551,chr16&32099957,chr13&30588541,chr22&2938669
412231at7742,chr14&27767369,chr9&4847157,chr3&196714814,chr16&32084483,chr13&30604766,chr22&2931453
336752at7742,chr14&27928974,chr9&4951869,chr2&241676127,chr1&93792833,chr13&30773608,chr6&27105077
136946at7742,chr14&27979076,chr9&4935572,chr2&241722365,chr1&93825537,chr13&30826544,chr2&41546401
319198at7742,chr14&28007885,chr9&4868875,chr3&196568985,chr16&32233083,chr13&30855482,chr24&28426651
196554at7742,chr14&31493621,chr9&19861430,,chr3&28697921,chr13&34579679,chr23&22191942
409268at7742,chr14&32079758,chr9&15053016,chr3&196291327,chr7&6721109,chr13&35150979,
186913at7742,chr14&32191595,chr9&13421723,chr3&192798386,chr16&28827745,,
159169at7742,chr14&32397148,chr9&13993492,chr3&190589496,chr16&26670978,chr13&35608055,chr15&45339008
102594at7742,chr14&32535720,chr9&15930564,chr3&184135386,chr16&20498914,chr13&35749687,chr2&2904091
351213at7742,chr14&32867115,chr9&20032581,chr3&169966823,chr3&30793348,chr13&36183267,chr2&37245452
241352at7742,chr14&33941306,chr9&23519528,chr3&152835783,chr3&61003442,chr13&37338805,chr18&50680099
388019at7742,chr14&36313995,chr9&23940353,chr3&149741376,chr3&57639833,chr13&39980703,chr22&38037633
354349at7742,chr14&36493992,chr9&4917858,,chr3&57425615,chr13&40152189,chr15&4084245
42945at7742,chr14&36663035,chr9&24064133,chr3&149129724,chr3&19996902,chr13&40336248,chr22&38202799
53843at7742,chr14&36755721,,chr3&149032220,chr3&20057988,chr13&40430152,chr2&24944097
4372at7742,chr14&40670965,chr9&10613282,,,chr13&44373226,chr2&16384516
139250at7742,chr14&40936106,chr9&10551063,chr3&142165622,chr9&96119451,chr13&44613092,chr2&16652730
315750at7742,chr14&41333697,chr9&10000903,chr2&229025632,chr1&84038031,chr13&45020894,chr18&46635444
11237at7742,chr14&41738133,chr9&10208395,chr2&229767554,chr1&84724618,,chr18&41250987
103284at7742,chr14&42010988,chr9&10358993,chr3&141429248,chr9&96685436,chr13&45700795,chr18&41198559
365662at7742,chr14&42595759,chr9&9611855,chr2&223957473,chr1&79776133,chr13&46323826,chr15&35214844
343795at7742,chr14&43009032,chr9&9430741,chr2&226864694,chr1&82340398,chr13&46775389,chr15&35929836
85369at7742,chr14&45658101,chr9&12620398,chr3&196987112,chr16&31880104,chr13&49535172,chr6&30083917
191806at7742,chr14&46194033,chr9&9704754,chr2&227871611,,chr13&50154395,chr18&46382651
19072at7742,chr14&46286787,chr9&9726713,chr2&227981717,chr1&83257127,chr13&50259073,chr18&46395909
258747at7742,chr14&47281011,,chr3&184242514,chr16&20605555,,
398584at7742,chr14&49881371,chr9&15191580,chr3&197749972,chr16&32877894,chr13&55340189,
332304at7742,chr14&50052509,chr9&15259987,chr3&197889580,chr16&33016938,chr13&55506863,chr18&27843908
64971at7742,chr14&50135987,chr9&15291800,,chr1&86064790,chr13&55594293,chr22&37631417
182049at7742,chr14&50185684,chr9&15312935,chr2&231108517,chr1&86099343,chr13&55651204,chr22&37671498
162703at7742,chr14&50495521,chr9&15852610,chr2&240586912,chr1&92934874,chr13&55966182,chr2&45139937
132847at7742,chr14&50741141,chr9&17345389,chr3&180602262,chr3&33800279,chr13&56192701,chr22&37591158
73826at7742,chr14&55065408,chr9&16045329,chr3&184299267,,chr13&60664003,
290048at7742,chr14&55333627,chr9&20092255,chr3&169793569,chr3&30624699,chr13&61004043,chr24&26345439
316777at7742,chr15&3940638,chr6&21239403,chr10&93894034,chr19&38396115,chr15&6555975,chr12&5209969
155435at7742,chr15&4177589,chr6&21059498,chr10&94334177,chr19&38789545,chr15&6829505,chr12&5399734
330751at7742,chr15&4646965,chr6&21291786,chr10&93669826,chr19&38188758,chr15&7252760,chr12&5156698
41071at7742,chr15&5771891,chr6&21719236,chr10&92458636,chr19&37270742,chr15&8355939,chr13&42309898
12659at7742,chr15&6085515,chr6&21912396,chr10&91924077,chr19&36926388,chr15&8680865,chr13&42481473
39865at7742,chr15&7893894,chr6&22492113,chr10&133160468,chr7&139895196,chr15&10599461,chr13&50670744
402327at7742,chr15&11513910,chr6&35758800,chr10&131968524,chr14&44583270,chr15&14517347,chr12&41698249
288347at7742,chr15&12942497,chr6&35270703,chr10&130136421,chr7&137437674,chr15&16039317,chr12&42369942
384835at7742,chr15&14965694,chr6&34219486,,chr7&135513939,chr15&18124480,chr12&43586352
329907at7742,chr15&16479171,chr6&33485542,chr10&125823558,chr7&133713476,chr15&19719590,chr12&45187782
377176at7742,chr15&16491699,chr6&33473926,chr10&125788868,chr7&133686979,chr15&19732597,chr12&48674821
34117at7742,chr15&16525787,chr6&33448125,chr10&125719808,chr7&133637813,chr15&19767885,chr17&8754426
320985at7742,chr15&17278210,chr8&21383961,chr1&45327149,chr4&116820147,chr15&20510214,
405299at7742,chr15&17320709,chr6&33113125,chr10&124742724,chr7&132827764,chr15&20549698,chr17&31820531
245921at7742,chr15&19113301,chr6&32458807,chr10&123154918,chr7&131560710,chr15&22475302,chr12&49147695
254424at7742,chr15&19364859,chr6&32383539,chr10&122980480,chr7&131371174,chr15&22755690,chr12&49163918
184873at7742,chr15&20205830,chr6&31974108,,chr7&130394558,chr15&23710030,
197667at7742,chr15&20629882,chr3&57842516,chr6&130439658,chr10&25992894,chr5&55669881,chr20&2229859
35338at7742,chr15&20982614,chr6&31607945,chr10&120851421,chr7&129591978,chr15&24432027,chr13&2715480
123446at7742,chr15&21505441,chr6&31308531,chr10&119831474,chr7&128698444,chr15&24987315,chr13&25535345
237620at7742,chr15&21697215,chr6&31229119,chr10&119651700,chr7&128523883,chr15&25220619,chr13&25486752
195717at7742,chr15&22350451,chr6&27684436,chr10&112430804,chr19&55298785,chr15&25867017,chr12&31425465
329837at7742,chr15&22863443,,,chr19&55890255,,chr21&45268218
12616at7742,chr15&23466674,chr6&28407511,chr10&113588975,chr19&56320195,chr15&27004268,chr12&30586858
73313at7742,chr15&23745097,chr6&28505287,chr10&113835152,chr19&56529502,chr15&27282723,chr12&30501256
122990at7742,chr15&23799819,chr6&28519707,chr10&113854873,chr19&56548683,chr15&27335449,chr12&30461257
224078at7742,chr15&23901557,chr6&28606240,chr10&114044133,chr19&56722372,chr15&27459639,chr12&30442364
114626at7742,chr15&23927160,chr6&28633992,chr10&114125143,chr19&56790963,chr15&27483841,chr12&30365483
80527at7742,chr15&24112852,chr6&28705869,chr10&114295451,chr19&56913382,chr15&27678673,chr12&30283893
320817at7742,chr15&24676148,chr6&29011152,chr10&114938344,chr19&57452836,chr15&28285848,chr12&30036727
163142at7742,chr15&26396770,chr6&29917122,chr10&116849567,chr19&58943457,chr15&30015320,chr17&21277523
229422at7742,chr15&26653745,chr6&30065669,chr10&117197489,chr19&59219734,chr15&30295995,chr17&23770921
40897at7742,chr15&26754424,chr6&30115843,chr10&117283268,chr19&59299523,,chr17&23822602
170658at7742,chr15&27202130,chr6&30435396,chr10&118008998,chr19&59906916,chr15&30913541,chr13&19610562
377136at7742,chr15&27560224,chr6&30591381,chr10&118309081,chr19&60197818,,
318212at7742,chr15&28015291,chr6&30755975,chr10&118691216,chr19&60529457,chr15&31800037,chr13&50326188
79862at7742,chr15&28276772,chr6&30925797,chr10&119036039,chr19&60762081,chr15&32056996,chr13&19278267
240576at7742,chr15&28330069,chr6&30954326,,chr19&60811619,chr15&32115995,chr13&9819073
180473at7742,chr15&28990581,chr6&27145553,chr10&110964359,chr19&53987681,chr15&32869190,chr22&29596646
37715at7742,chr15&29333820,chr6&26949735,,chr19&53600540,chr15&33237361,chr22&29859368
305085at7742,chr15&29407703,chr6&26933849,chr10&110498122,chr19&53529318,chr15&33334483,chr22&29911647
342923at7742,chr15&29576305,chr6&26835153,chr10&110294150,chr19&53380464,chr15&33519146,chr17&20238598
113537at7742,chr15&29983347,chr6&26635971,chr10&109865184,chr19&52991591,chr15&33919508,chr22&27092646
108576at7742,chr15&31193134,chr6&25241877,chr10&104358244,chr19&47922064,chr15&35209796,chr1&47820878
131564at7742,chr15&31464984,chr22&1887197,chr8&20249722,chr8&69135503,chr15&35519397,chr8&39568926
91878at7742,chr15&31616179,chr6&24038722,chr10&100988211,chr19&45007130,chr15&35673410,chr12&33806853
395775at7742,chr15&31628242,chr6&24041987,chr10&100986734,chr19&45005699,chr15&35704905,chr12&33817483
199723at7742,chr15&31966797,chr6&24102443,chr10&102469030,chr19&46366386,chr15&36029037,chr12&33899902
196659at7742,chr15&32037316,chr6&24136936,chr10&102504153,chr19&46397103,chr15&36110249,chr13&11829247
289878at7742,chr15&32346861,,chr5&175484382,chr19&46577632,chr15&36430306,chr12&33977917
422630at7742,chr15&32517057,chr6&24344533,chr10&102854287,chr19&46689948,chr15&36589456,chr13&28612321
160097at7742,chr15&33900359,chr6&22997123,chr10&100042427,chr19&43956493,chr28&35479687,chr12&31616519
267724at7742,chr15&34069334,chr6&23057788,chr10&99714587,chr19&43736721,chr15&38261334,chr13&713635
111667at7742,chr15&34106805,chr6&23203540,chr10&98397567,chr19&42755634,,chr13&40692365
362121at7742,chr15&34406446,chr6&23305911,chr10&97436445,chr19&41923982,chr15&38584319,
87276at7742,chr15&34439747,chr6&23286309,chr10&97458692,chr19&41944553,chr15&38617883,chr12&2804553
314402at7742,chr15&34600341,chr6&23276166,chr10&97584704,chr19&42045918,chr15&38781051,chr22&34702113
345549at7742,chr15&34845336,chr6&23256109,chr10&97738478,chr19&42171547,chr15&39048465,chr1&54893105
127789at7742,chr15&35504228,chr6&23208999,chr10&98383798,chr19&42726919,chr15&39737894,chr13&40287050
52390at7742,chr15&35649126,chr6&23635291,chr10&101781736,chr19&45752144,chr15&39887823,chr13&11990618
177142at7742,chr15&35693270,chr6&23765456,chr10&101579453,chr19&45552806,chr15&39934486,chr1&31658017
377681at7742,chr15&35702413,chr6&23757723,chr10&101588247,chr19&45560644,chr15&39943554,chr1&31654408
103208at7742,chr15&36299106,chr6&24550190,chr10&103367990,chr19&47067765,chr15&40539418,
25109at7742,chr15&36315724,chr6&24559749,chr10&103395751,chr19&47092799,chr15&40555535,chr1&49437446
50284at7742,chr15&36450270,chr6&25152751,chr10&104130139,chr19&47737721,chr15&40708725,chr13&24717905
263068at7742,chr15&36620113,chr6&25001796,chr10&103882684,chr19&47501560,chr15&40888328,chr1&47500054
297409at7742,chr15&36785429,chr6&24528499,chr19&22118972,chr19&47034629,chr15&41049240,chr13&28683305
159802at7742,chr15&36899199,chr2&41129745,chr3&40382874,chr9&120540664,chr15&41158662,chr16&8258714
36011at7742,chr15&36932027,chr6&23310670,chr10&97357094,chr19&41863207,chr15&41194776,chr13&31343598
412662at7742,chr15&37252339,chr6&11251550,chr10&68231219,chr6&64728116,chr15&41529861,chr13&25449756
149128at7742,chr15&37448526,chr6&7315904,chr10&67884722,chr10&63320636,chr15&41746552,chr13&50349397
407064at7742,chr15&37467305,chr6&7341070,chr10&67797116,chr10&63386698,chr15&41765293,chr13&50368746
325026at7742,chr15&38884996,chr6&8671484,chr1&110848077,,chr15&43361336,chr12&8569847
275781at7742,chr15&39852217,chr6&9390535,chr10&60780166,chr10&69338498,chr15&44419406,
110832at7742,chr15&43346286,chr6&10446125,chr10&50187315,chr19&31986758,chr15&48098405,chr12&6115061
375498at7742,chr15&44127440,chr6&20008872,chr10&88823205,chr19&34113687,chr15&48827333,chr12&17154909
66047at7742,chr15&44747268,chr6&11297409,chr10&68410702,chr10&62947093,chr15&49762563,chr13&22822009
271346at7742,chr15&44838043,chr6&11333870,chr10&68483432,chr10&62920752,chr15&49863107,chr13&18179772
128709at7742,chr15&45146847,chr6&11508524,chr10&68988833,chr10&62559008,chr15&50263375,chr13&23084174
76384at7742,chr15&45235825,chr6&11439584,chr10&68710244,chr10&62739937,chr15&50356893,chr13&18354716
77322at7742,chr15&45362642,chr6&17321219,chr10&94545922,chr19&38931447,chr15&50487071,chr13&8249657
88436at7742,chr15&46604391,chr21&4307988,chr4&65922,chr17&21009414,chr15&53688895,chr4&34872985
186464at7742,chr15&46873451,chr5&37882934,chr19&21971191,chr17&21709199,,
133758at7742,chr15&47262829,chr3&66918363,chr6&109465851,chr7&24085456,,chr17&6937983
143232at7742,chr15&47448749,chr4&78538348,chr19&23358935,chr2&175168819,,
112360at7742,chr15&47563499,chr14&6896024,chr19&37412597,chr17&24443981,,chr3&18714295
339259at7742,chr15&48733969,,chr14&24440083,chr14&55897603,chr15&59537242,chr2&37811045
290261at7742,chr16&282401,chr12&7057853,chr9&93058743,chr13&49231136,,chr4&4776901
127392at7742,chr16&1013949,chr12&7614749,chr3&53811489,chr14&30016591,chr18&1056154,chr8&53474841
116835at7742,chr16&1106937,chr12&7631879,chr3&53868719,chr14&29966639,chr18&1149404,chr8&53518257
437433at7742,chr16&1127234,chr12&7643747,chr19&37693286,chr13&62006666,chr18&1166764,chr8&53538451
46740at7742,chr16&2158279,chr1&194331748,chr11&77878949,chr7&97481097,,chr18&3064237
286974at7742,chr16&2402678,chr12&8776685,chr3&56613454,chr14&27482516,chr18&2432576,chr22&39038995
82034at7742,chr16&2689320,chr12&8950756,chr3&57096393,chr14&27070389,chr18&2678512,chr11&42683504
