BuscoID,BUSCO_LittleSkate,BUSCO_ThornySkate,BUSCO_Zebrafish,BUSCO_Chicken,BUSCO_Mouse,BUSCO_Human
190562at7742,chr16&9137220,chr18&9331301,chr11&17726956,chr12&15676155,chr6&97112060,chr3&68977618
104081at7742,chr16&9162045,chr18&9353604,chr11&17763062,chr12&15680484,chr6&97138633,chr3&69020534
213511at7742,chr16&9276964,chr18&9476887,chr23&13815136,chr12&15715598,chr6&97238845,chr3&69109095
254316at7742,chr16&11809707,chr18&12238273,chr6&44094641,chr12&16859049,chr6&100599290,chr3&72750284
209931at7742,chr16&14576490,chr18&15188742,chr6&43226314,chr12&18506503,chr6&106769856,chr3&3129128
203253at7742,chr16&14593984,chr18&15206554,chr6&40457952,chr12&18513762,chr6&106780930,chr3&3150865
248762at7742,chr16&19002982,chr18&19963464,chr1&22691344,chr12&1855926,chr9&107547457,chr3&50341410
224537at7742,chr16&19161062,chr18&20149705,chr6&41808806,chr12&19699704,chr6&112656274,chr3&8869366
351419at7742,chr16&20143184,chr18&21193204,chr8&54213987,chr12&20092433,chr6&92242563,chr3&129975817
180416at7742,chr16&20471450,chr18&21548481,chr6&21993605,chr12&19823535,chr6&113047447,chr3&9365069
228390at7742,chr16&20570241,chr18&21648646,chr8&26396684,chr12&2853423,chr9&108296936,chr3&49408334
373028at7742,chr16&20615594,chr18&21691721,chr22&33352018,chr12&2860143,chr9&108290531,chr3&49424833
213005at7742,chr16&22230643,chr18&23552126,chr11&36215924,chr12&514324,chr9&106477348,chr3&51933506
202302at7742,chr16&22790609,chr18&24163844,chr22&39068565,chr12&2808659,chr9&108024228,chr3&49727122
309962at7742,chr16&23384427,chr18&24803708,chr8&25893515,chr12&1868577,chr9&107534479,chr3&50350993
325663at7742,chr16&23430655,chr18&24849131,chr8&54212021,chr12&19878301,chr6&115842485,chr3&129431501
125127at7742,chr16&23758748,chr18&25199072,chr22&94692,chr12&9387282,chr9&108808484,chr3&48674544
407321at7742,chr16&24123847,chr18&25535687,chr22&90364,chr12&12043140,chr9&108565959,chr3&49022145
122318at7742,chr16&24611770,chr18&26091652,chr6&40045648,chr12&11080523,chr6&90333319,chr3&126482345
116202at7742,chr16&24662922,chr18&26143979,chr8&26003744,chr12&11188948,chr6&91490057,chr3&14145941
118365at7742,chr16&25219645,chr18&26783758,chr11&3888481,chr12&9559686,chr6&88084531,chr3&128620411
74629at7742,chr16&25985609,chr18&27607357,chr22&5634077,chr12&10138335,chr6&88884000,chr3&127599339
276779at7742,chr16&26052845,chr18&27654985,chr6&1535693,chr12&10154455,chr6&88902032,chr3&127573521
246371at7742,chr16&27162077,chr18&28833878,chr11&16168230,chr12&9520506,chr6&87914513,chr3&129279733
149083at7742,chr16&27623944,chr18&29331600,chr8&26083964,chr12&12046850,chr9&108569911,chr3&49015588
46117at7742,chr16&27660488,chr18&29357668,chr8&26232038,chr12&12051651,chr9&108572950,chr3&49007342
328571at7742,chr16&28303494,chr18&30049155,chr6&41514952,chr12&2173521,chr9&107327580,chr3&50571123
412700at7742,chr16&28391192,chr18&30144267,chr6&53356149,chr12&2165236,chr9&107342350,chr3&50559657
29623at7742,chr16&29326885,chr18&31112199,chr6&42291712,chr12&3155457,chr6&113533808,chr3&10028658
170944at7742,chr16&29631263,chr18&31434046,chr6&43019828,chr12&3404793,chr9&106155241,chr3&52290436
192574at7742,chr16&30051482,chr18&31863559,chr11&35163401,chr12&2973398,chr9&107951075,chr3&49829103
168949at7742,chr16&30738958,chr18&32568958,chr11&35173744,chr12&3012044,chr9&107898685,chr3&49909014
113805at7742,chr16&33068566,chr18&35017963,chr6&21700200,chr12&11825510,chr6&113237966,chr3&9649584
32396at7742,chr16&33490297,chr18&35466160,chr6&21797638,chr12&11778363,chr6&113105051,chr3&9428939
245053at7742,chr16&34105834,chr18&36082547,chr22&5657134,chr12&11664604,chr9&109089345,chr3&48432408
322442at7742,chr16&34157946,chr18&36143905,chr8&46389195,chr12&11873225,chr6&113327256,chr3&9750317
228455at7742,chr16&34762245,chr18&36734262,chr11&16153231,chr12&11864932,chr6&113348170,chr3&9771044
344884at7742,chr16&38648759,chr18&41416333,chr11&476236,chr12&5462970,chr6&87819096,chr3&129130081
218806at7742,chr16&38888520,chr18&41683148,chr11&588222,chr12&5327285,chr6&115547842,chr3&12489801
280430at7742,chr16&39627094,chr18&42500715,chr11&772391,chr12&4990565,chr6&115004443,chr3&11789631
213286at7742,chr16&43124368,chr7&56215475,chr23&40054906,chr2&1227988,chr6&55367786,chr2&119439152
164002at7742,chr16&43475263,chr18&46374438,chr22&10425646,chr12&3843146,chr13&49634399,chr9&92297836
220642at7742,chr16&43943518,chr18&46883135,chr22&10545187,chr12&3691541,chr9&109059841,chr3&48440297
24566at7742,chr16&44029577,chr18&46987680,chr22&10342526,chr12&982813,chr14&31171568,chr3&52455642
438396at7742,chr16&44541353,chr18&47516993,chr23&19675949,chr12&1100880,chr14&31124518,chr3&52536756
106060at7742,chr16&44713029,chr18&47678868,chr11&3995351,chr12&1185199,chr14&30951306,chr3&52732667
349595at7742,chr16&45104406,chr18&48300618,chr5&33275287,chr17&7155883,chr2&26892246,chr9&133331869
227816at7742,chr17&184748,chr17&861908,chr18&17441704,chr11&17752369,chr8&120143888,chr16&85067072
398841at7742,chr17&447270,chr17&1230418,chr7&55633509,chr11&18514582,chr8&122611661,chr16&88857151
224101at7742,chr17&510363,chr17&1577829,chr25&21856176,chr11&17770903,chr8&121550124,chr16&87326568
138901at7742,chr17&526563,chr17&1594401,chr18&17043611,chr11&18880202,chr8&106683153,chr16&68843618
170032at7742,chr17&603527,chr17&1673769,chr18&14600449,chr11&18896299,chr8&106894593,chr16&69130651
392383at7742,chr17&689534,chr17&1762081,chr18&14688659,chr11&18929528,chr8&107047114,chr16&69329770
173682at7742,chr17&781452,chr17&1855908,chr18&13164289,chr11&19838716,chr8&109991485,chr16&71568144
310457at7742,chr17&850899,chr17&1902633,chr15&23781155,chrZ&10550801,chr15&10486375,chr5&34891149
87762at7742,chr17&1772242,chr17&3341242,chr25&12579919,chr11&17809079,chr8&121602276,chr16&87410280
202773at7742,chr17&2097735,chr17&3721351,chr25&12707715,chr11&17893806,chr8&121796547,chr16&87708005
172204at7742,chr17&2503793,chr17&4153189,chr25&30466858,chr11&18023184,chr8&121974499,chr16&87975116
156420at7742,chr17&3918529,chr17&5568570,chr18&17271440,chr11&18348121,chr8&122316238,chr16&88508572
150497at7742,chr17&4189391,chr17&5938204,chr18&31138220,chr11&18820548,chr8&123373873,chr16&89873668
25377at7742,chr17&4444744,chr17&6196473,chr25&37448743,chr11&18778802,chr8&123268442,chr16&89738601
17720at7742,chr17&5592597,chr17&7473009,chr7&56359486,chr11&18614267,chr8&122884151,chr16&89268478
272309at7742,chr17&6224937,chr17&8309379,chr18&31057285,chr11&18421999,chr8&122434095,chr16&88652525
218284at7742,chr17&6344659,chr17&8437767,chr7&55279101,chr11&18433821,chr8&122476228,chr16&88706531
236895at7742,chr17&6690420,chr17&8781426,chr7&55498648,chr11&18458083,chr8&122568056,chr16&88803832
389339at7742,chr17&6709798,chr17&8800350,chr7&55532642,chr11&18462893,chr16&47072168,chr16&88809335
286595at7742,chr17&6734470,chr17&8832731,chr7&69370876,chr11&19737923,chr8&109709488,chr16&71860018
272002at7742,chr17&6769948,chr17&8869144,chr18&5861755,chr11&19039858,chr8&107405175,chr16&69742227
236910at7742,chr17&6819696,chr17&8902173,chr18&5850847,chr11&18930604,chr8&107048808,chr16&69330839
271228at7742,chr17&6926551,chr17&9007793,chr7&56517014,chr11&19719587,chr8&109594077,chr16&72008765
323970at7742,chr17&7374268,chr17&9465477,chr25&34845518,chr11&19912456,chr8&111913932,chr16&75539994
155482at7742,chr17&7477783,chr17&9558769,chr25&34811195,chr11&19879304,chr8&111968406,chr16&75600216
312987at7742,chr17&8105056,chr17&10200523,chr7&67310420,chr11&19074922,chr8&107580884,chr16&74296915
42469at7742,chr17&8125710,chr17&10221959,chr7&67751128,chr11&19707408,chr8&109548399,chr16&72096158
122955at7742,chr17&10601335,chr17&12767535,chr18&14634024,chr11&18766980,chr8&123243096,chr16&89707861
119120at7742,chr17&11051285,chr17&13238086,chr18&13071312,chr11&15474797,chr8&117158135,chr16&81315114
96933at7742,chr17&11276392,chr17&13456857,chr18&13326724,chr11&15586998,chr8&117372004,chr16&81607043
402610at7742,chr17&11859525,chr17&14029285,chr25&35952747,chr11&15802956,chr8&117792186,chr16&82148731
174872at7742,chr17&13209845,chr17&15418208,chr18&14233827,chr11&16541979,chr8&119395060,chr16&83899067
322470at7742,chr17&13872692,chr17&16163860,chr18&14595825,chr11&16713805,chr8&119663484,chr16&84311301
399473at7742,chr17&14188866,chr17&16495032,chr18&13204088,chr11&16819339,chr8&119810245,chr16&84566845
130125at7742,chr17&14234307,chr17&16542299,chr18&13195835,chr11&16838055,chr8&119865020,chr16&84650547
287466at7742,chr17&15871063,chr17&18228737,chr18&30906445,chr11&17367168,chr8&121098712,chr16&86532011
220049at7742,chr17&16574081,chr17&18973884,chr18&30568038,chr11&17590885,chr8&120739818,chr16&85884953
362673at7742,chr17&16829543,chr17&19241750,chr18&30481272,chr11&17631261,chr8&120581686,chr16&85678212
202558at7742,chr17&17599257,chr17&20013747,chr18&29948225,chr11&15378075,chr8&116943427,chr16&81035871
335620at7742,chr17&17627707,chr17&20037159,chr18&29899056,chr11&15370596,chr8&116921774,chr16&81001640
369081at7742,chr17&20218657,chr17&22828723,chr7&65383456,chr11&14040648,chr8&114418086,chr16&78022627
280447at7742,chr17&20272573,chr17&22889191,chr7&65292586,chr11&13962779,chr8&114234718,chr16&77788683
418345at7742,chr17&23640882,chr17&27094212,chr7&44608481,chr11&11431157,chr8&104340749,chr16&66604806
412521at7742,chr17&24020945,chr17&27503589,chr7&44967290,chr11&11194095,chr8&104639989,chr16&66932203
363812at7742,chr17&24133563,chr17&27634160,chr25&30442443,chr11&11137921,chr7&34184681,chr19&34404431
127587at7742,chr17&24282366,chr17&27805764,chr25&12811823,chr11&11120344,chr7&34141285,chr19&34428433
211943at7742,chr17&24845190,chr17&28454341,chr18&17079987,chr11&18375170,chrX&78855408,chr16&88578325
338746at7742,chr17&25047246,chr17&28664695,chr25&14369895,chr11&561994,chr8&94857556,chr16&57462725
328514at7742,chr17&25061425,chr17&28691586,chr25&14398668,chr11&575795,chr8&94823097,chr18&26580576
263251at7742,chr17&25144638,chr17&28830160,chr7&29012140,chr11&2479586,chr8&119575362,chr16&84145441
175036at7742,chr17&25942009,chr17&29949943,chr7&24715221,chr11&1504820,chr8&110221060,chr16&71283608
245117at7742,chr17&26389685,chr17&30419443,chr25&17349448,chr11&1407196,chr8&95715937,chr16&58515538
44800at7742,chr17&27067354,chr17&30736194,chr25&7565923,chr11&1766723,chr8&110882967,chr16&70463191
86001at7742,chr17&27121479,chr17&30791891,chr7&29024301,chr11&1751196,chr8&110847051,chr16&70481010
25752at7742,chr17&27176542,chr17&30839379,chr18&18551100,chr11&1723303,chr8&110810941,chr16&70538389
104501at7742,chr17&28836625,chr17&32604168,chr25&17433161,chr11&1000835,chr2&165290361,chr16&67199327
405030at7742,chr17&29026579,chr17&32796249,chr7&52154413,chr11&1010658,chr8&105326469,chr16&67227219
176317at7742,chr17&29471470,chr17&33380399,chr7&29095471,chr11&2144904,chr8&94037289,chr16&56451613
93229at7742,chr17&29763438,chr17&33681955,chr18&17516896,chr11&2128524,chr8&94068276,chr16&56484761
385740at7742,chr17&29947128,chr17&33889330,chr25&13400141,chr11&379612,chr8&95633598,chr16&58392602
109315at7742,chr17&30268007,chr17&34268795,chr7&52161697,chr11&492126,chr8&95082854,chr16&57737244
362453at7742,chr17&30632776,chr17&34651238,chr7&28612807,chr11&288022,chr8&106201022,chr16&68301275
53548at7742,chr17&30915676,chr17&34969075,chr18&50838887,chr11&1782179,chr8&111101867,chr16&70120493
88086at7742,chr17&31216674,chr17&35270529,chr25&14409254,chr11&271548,chr8&106212477,chr16&68315980
259863at7742,chr17&31256812,chr17&35309465,chr18&17512196,chr11&2432662,chr8&105253555,chr16&67149277
149872at7742,chr17&31278738,chr17&35330944,chr18&17493859,chr11&2392162,chr8&105225423,chr16&67114236
319288at7742,chr17&31768285,chr17&35849336,chr7&29116515,chr11&2445784,chr8&105258985,chr16&67154649
37796at7742,chr17&31901436,chr17&35992129,chr18&21645788,chr11&2501594,chr8&119508779,chr16&84054449
228275at7742,chr17&32258947,chr17&36374324,chr25&13562709,chr11&1892371,chr8&111346442,chr16&74714190
323076at7742,chr17&32888099,chr17&37026478,chr25&13677462,chr11&450329,chr8&95332362,chr16&58001484
368813at7742,chr17&33112626,chr17&37254495,chr18&17600856,chr11&616033,chr8&94386592,chr16&56932245
414201at7742,chr17&33506916,chr17&37680390,chr18&17708285,chr11&709445,chr8&94575637,chr4&152927446
401063at7742,chr17&33618862,chr17&37802240,chr18&18871403,chr11&751600,chr8&94666864,chr12&52746537
28267at7742,chr17&34721794,chr17&38934737,chr18&21862718,chr11&913222,chr8&105881077,chr16&67873262
140317at7742,chr17&34863205,chr17&39097147,chr21&6395970,chr11&866398,chr8&105844872,chr16&67828267
183251at7742,chr17&36614133,chr17&41004516,chr25&36250055,chr11&3407569,chr8&106015840,chr16&68030100
264251at7742,chr17&36686465,chr17&41073510,chr7&34963862,chr11&3423355,chr8&106009802,chr16&68021580
208314at7742,chr17&38694595,chr17&43206472,chr7&36236191,chr11&4795093,chr8&91400213,chr16&53807501
300584at7742,chr17&38964822,chr17&43486603,chr7&36470221,chr11&4966517,chr8&91124571,chr16&53492412
218524at7742,chr17&41272785,chr17&45689031,chr7&37862929,chr11&6592615,chr8&88239509,chr16&50197669
152755at7742,chr17&41330929,chr17&45753407,chr7&37898782,chr11&6634034,chr8&88138020,chr16&50066132
408199at7742,chr17&41379576,chr17&45808103,chr7&38260390,chr11&6652764,chr8&88118845,chrX&103634939
76178at7742,chr17&42283621,chr17&46821712,chr18&18406260,chr11&7288149,chr8&86844687,chr16&48542904
82833at7742,chr17&42406799,chr17&46919792,chr18&18476072,chr11&7379919,chr8&86624184,chr16&48244389
79012at7742,chr17&43144593,chr17&47673409,chr7&41758329,chr11&7826802,chr8&85257992,chr16&46659933
380379at7742,chr17&43524751,chr17&48085786,chr7&45963741,chr11&8355856,chr7&38263173,chr19&29606319
157162at7742,chr17&43937559,chr17&48556817,chr7&47226495,chr11&9749737,chr7&35775961,chr19&32345649
303814at7742,chr17&45411081,chr17&50067621,chr18&14694491,chr11&8502946,chr7&37961515,chr19&29967708
235347at7742,chr18&58678,chr19&64910,chr4&6644891,chr1&26819368,chr6&13835791,chr7&113083609
277226at7742,chr18&78627,chr19&88620,chr25&21767553,chr1&26909443,chr6&13625156,chr7&112821744
209386at7742,chr18&256135,chr19&271712,chr25&21716288,chr1&27109461,chr12&40315717,chr7&112275096
342620at7742,chr18&1299459,chr19&1326130,chr25&2333708,chr1&72612679,chr6&147042795,chr12&27710844
244272at7742,chr18&1587119,chr19&1661833,chr4&129163,chr1&71980780,chr6&134869213,chr12&12661201
433076at7742,chr18&1609914,chr19&1675108,chr4&121822,chr1&71960977,chr6&134830430,chr12&12619798
407871at7742,chr18&1681453,chr19&1738785,chr25&17921134,chr1&71806847,chr6&134641200,chr12&12415757
298884at7742,chr18&3042049,chr19&3213302,chr4&686318,chr1&53229062,chr10&86022023,chr22&32475003
340971at7742,chr18&3162008,chr19&3376366,chr4&18846677,chr1&68517612,chr15&83547520,chr22&43133043
300767at7742,chr18&3385531,chr19&3583388,chr4&5806974,chr1&75333891,chr6&128365705,chr12&2858244
236145at7742,chr18&3470629,chr19&3675250,chr4&17539241,chr1&75380858,chr6&128410314,chr12&2812761
135786at7742,chr18&3593204,chr19&3815213,chr25&2644657,chr1&56891283,chr6&39575033,chr7&140673331
259157at7742,chr18&3668787,chr19&3932686,chr18&20532738,chr1&57276042,chr6&40323499,chr7&141555467
244702at7742,chr18&5276260,chr19&5670909,chr25&21098735,chr1&60534271,chr6&119910873,chr12&913391
205394at7742,chr18&6326898,chr19&6795308,chr25&2263909,chr1&58904284,chr16&16302963,chr12&32747204
225125at7742,chr18&6732383,chr19&7291804,chr4&74970586,chr1&70227482,chr15&84949238,chr22&45197176
376010at7742,chr18&6789372,chr19&7346953,chr4&74945567,chr1&70203074,chr6&96164739,chr6&25128105
279170at7742,chr18&7303067,chr19&7881571,chr25&5067297,chr1&69176415,chr15&84320109,chr22&44183330
304588at7742,chr18&7421339,chr19&8007704,chr4&8797283,chr1&69012944,chr15&84077470,chr22&43826001
117939at7742,chr18&7719268,chr19&8310359,chr4&8732889,chr1&68531904,chr15&83569713,chr22&43163676
53077at7742,chr18&8116119,chr19&8729350,chr25&28282285,chr1&23010776,chr6&23072972,chr7&122076489
183360at7742,chr18&8673412,chr19&9314077,chr25&27924014,chr1&22565977,chr6&24088965,chr7&123115518
100816at7742,chr18&8763260,chr19&9403859,chr25&27873836,chr1&22449594,chr6&24446057,chr7&123452743
261266at7742,chr18&10257564,chr19&10993255,chr11&30639499,chrZ&65319433,chr4&49585955,chr9&101475881
413352at7742,chr18&10425064,chr19&11160475,chr4&18597857,chr1&71281100,chr15&85807404,chr22&46237032
336175at7742,chr18&12669150,chr19&13532184,chr25&28907874,chr1&59405172,chr6&149144150,chr12&31661954
209425at7742,chr18&13041140,chr19&13935843,chr4&9769335,chr1&56356912,chr6&37991806,chr7&138592245
63142at7742,chr18&16023218,chr19&16786692,chr18&6503342,chr1&59918539,chr17&66126177,chr12&31065078
93430at7742,chr18&16251565,chr19&17308623,chr21&1567678,chr1&47905033,chr6&34880804,chr7&135186151
315274at7742,chr18&16774683,chr19&18161074,chr25&3549437,chr1&60277814,chr6&120325344,chr12&401515
163696at7742,chr18&17523837,chr19&18950610,chr10&26651852,chr4&4332490,chrX&57054010,chrX&136497685
182982at7742,chr18&18067048,chr19&19513423,chr4&1825559,chr1&53344693,chr10&85871943,chr12&107685900
93522at7742,chr18&18196566,chr19&19645238,chr18&15334820,chr1&53713025,chr10&84772636,chr12&106601277
28859at7742,chr18&18259064,chr19&19709304,chr18&15371676,chr1&53798554,chr10&84622467,chr12&106357880
5938at7742,chr18&18637655,chr19&20098645,chr4&5868034,chr1&47648410,chr10&88746904,chr12&101280283
229159at7742,chr18&18883010,chr19&20363210,chr18&15649866,chr1&47351244,chr10&89454710,chr12&100503472
403503at7742,chr18&19022713,chr19&20502365,chr4&1757532,chr1&68016671,chr6&146642611,chr12&27022580
377100at7742,chr18&19128773,chr19&20617013,chr4&17808008,chr1&55703543,chr10&88675664,chr17&35180470
247398at7742,chr18&19426268,chr19&20924431,chr4&17354719,chr1&55419948,chr10&88148224,chr12&102074354
381258at7742,chr18&19467827,chr19&20964059,chr4&17310390,chr1&55281343,chr10&87859350,chr12&102417818
97302at7742,chr18&19660118,chr19&21187015,chr4&26056548,chr1&47257155,chr10&89640469,chr12&100282971
261658at7742,chr18&21077316,chr19&22671155,chr4&2259027,chr1&37894373,chr10&111972793,chr12&75499809
66867at7742,chr18&21322806,chr19&22915321,chr25&18010312,chr1&42898830,chr10&100446929,chr12&88142296
257925at7742,chr18&22545361,chr19&24237492,chr4&9844195,chr1&54677153,chr10&82651349,chr12&103989408
182992at7742,chr18&22673706,chr19&24370849,chr14&38853469,chr4&34623429,chr8&33653540,chr8&30679520
257768at7742,chr18&22813309,chr19&24504092,chr4&9104409,chr1&54387562,chr10&83189701,chr12&104743646
191044at7742,chr18&23077317,chr19&24817330,chr4&9339229,chr1&33715792,chr10&121739976,chr12&64193842
201147at7742,chr18&23285183,chr19&25011186,chr18&13063363,chr1&33515769,chr10&122081272,chr12&63779961
16923at7742,chr18&23556956,chr19&25305212,chr25&1635753,chr1&33104623,chr10&122995670,chr12&62467208
357862at7742,chr18&25666972,chr19&27659788,chr4&959105,chr1&31563393,chr10&126887491,chr12&57941702
361078at7742,chr18&27700615,chr19&29844968,chr4&2059868,chr1&35546816,chr10&117215667,chr12&69359973
390186at7742,chr18&27857807,chr19&30019410,chr25&28672585,chr1&35634954,chr10&117045423,chr12&69610005
243977at7742,chr18&28889119,chr19&31070903,KN149790.1&107378,chr1&36512600,chr10&115323125,chr12&71674348
293554at7742,chr18&32103620,chr19&34502516,chr4&11035855,chr1&40772949,chr10&105779576,chr12&82358566
372431at7742,chr18&32181878,chr19&34600762,chr4&11053778,chr1&40768576,chr10&105841502,chr6&149491567
104992at7742,chr18&33265476,chr19&35740381,chr4&4484794,chr1&33914416,chr10&121266825,chr12&64780809
123404at7742,chr18&33488142,chr19&35973511,chr4&12917549,chr1&34057985,chr10&120925393,chr12&65169597
137296at7742,chr18&35354609,chr19&38026906,chr4&13551460,chr1&35234456,chr10&118141945,chr12&68295254
57918at7742,chr18&35531686,chr19&38206854,chr4&22730900,chr1&35355583,chr10&117750860,chr12&68687565
285352at7742,chr18&35573882,chr19&38238537,chr4&23117758,chr1&35393991,chr10&117736047,chr12&68746378
319402at7742,chr18&35689230,chr31&31490496,chr4&10687246,chr1&23387565,chr6&22288507,chr7&121329293
426807at7742,chr19&248765,chr20&454325,chr25&7668017,chr5&1864731,chr7&140854456,chr11&205302
258445at7742,chr19&268446,chr20&474286,chr25&4661064,chr5&766783,chr7&141297512,chr11&644550
91290at7742,chr19&390755,chr20&613747,chr25&25506365,chr5&16066896,chr7&141229092,chr11&568722
239695at7742,chr19&931779,chr20&1147992,chr7&34299088,chr5&3753199,chr2&110265454,chr11&27055431
334616at7742,chr19&1988675,chr20&2385194,chr7&31905865,chr5&3980239,chr2&109723319,chr11&27657821
365186at7742,chr19&4533226,chr20&4687869,chr7&17092782,chr8&4083704,chr7&49759214,chr11&20363812
409625at7742,chr19&6274265,chr20&6475432,chr7&54651216,chr5&17806291,chr7&144915238,chr11&69667519
399664at7742,chr19&6817530,chr20&7030326,chr7&54313489,chr5&18066830,chr7&144561557,chr11&70203460
246297at7742,chr19&8302208,chr20&8581168,chr7&72273341,chr5&24202813,chr2&92454215,chr11&45805802
96554at7742,chr19&8413471,chr20&8690206,chr18&45734647,chr5&7254694,chr2&104590676,chr11&33085087
239559at7742,chr19&8835076,chr20&9143909,chr18&45645450,chr5&5765126,chr1&21511933,chr11&32583888
252546at7742,chr19&9477290,chr20&9793009,chr7&15945403,chr5&5304338,chr2&105778026,chr11&31583892
387526at7742,chr19&9642546,chr20&9981048,chr25&14853275,chr5&5249546,chr2&105966964,chr11&31370749
24621at7742,chr19&12508559,chr20&13120069,chr7&65407931,chr5&8403801,chr7&112045955,chr11&11872060
55967at7742,chr19&12717806,chr20&13348493,chr7&66656013,chr5&9037142,chr7&111029137,chr11&10751413
43051at7742,chr19&12861158,chr20&13464480,chr7&66768342,chr5&9113312,chr7&110875922,chr11&10580935
343235at7742,chr19&12942224,chr20&13564027,chr18&16750182,chr5&9163015,chr7&12085922,chr11&10514916
347981at7742,chr19&13060360,chr20&13679294,chr25&25427724,chr5&16144370,chr7&141196993,chr11&536945
317760at7742,chr19&13248673,chr20&13887911,chr25&30238038,chr5&21885075,chr2&93980885,chr11&43882653
39313at7742,chr19&13392891,chr20&14045299,chr7&50296924,chr5&21673466,chr2&94301736,chr11&43358955
230223at7742,chr19&16644862,chr20&17668944,chr25&9011348,chr5&19754079,chr2&101629347,chr11&36592585
42971at7742,chr19&16657949,chr20&17681542,chr25&9004619,chr5&19742333,chr2&101641673,chr11&36560475
155526at7742,chr19&16704193,chr20&17743927,chr18&20482911,chr5&23032967,chr2&90905695,chr11&47572930
356688at7742,chr19&16718954,chr20&17755002,chr7&38578012,chr5&23038606,chr2&90911185,chr11&47565623
53792at7742,chr19&16948722,chr20&17986934,chr18&38216928,chr5&18749609,chr2&103721823,chr11&34108226
346924at7742,chr19&18222683,chr20&19319171,chr7&72279710,chr5&14860021,chr7&141884367,chr11&1277039
123387at7742,chr19&20438381,chr20&21654738,chr25&22644018,chr5&12142657,chr7&46195722,chr11&17492105
386039at7742,chr19&21313941,chr20&22473491,chr25&3801736,chr5&692156,chr7&141409085,chr11&770989
275715at7742,chr19&21355575,chr20&22519686,chr18&50790556,chr5&712837,chr7&141392222,chr11&747512
334363at7742,chr19&23063600,chr20&24332480,chr25&24250416,chr5&12827712,chr7&47050781,chr11&18698887
335206at7742,chr19&23083713,chr20&24354274,chr25&24237828,chr5&12791656,chr7&46993293,chr11&18609861
84691at7742,chr19&23653515,chr20&24965948,chr25&4637722,chr5&1824446,chr7&140942310,chr11&289817
401942at7742,chr19&23813642,chr20&25136103,chr7&13341247,chr5&345213,chr19&10502999,chr11&61430147
421992at7742,chr19&23845054,chr20&25171186,chr14&25035565,chr5&335609,chr19&10551234,chr11&61392632
365811at7742,chr19&23866471,chr20&25192388,chr12&26492027,chr18&10653209,chr11&115475937,chr17&75110289
32152at7742,chr19&23904008,chr20&25229740,chr18&50828250,chr5&312880,chr19&10605706,chr11&61300136
174426at7742,chr19&24267610,chr20&25668138,chr25&3195973,chr5&12716308,chr7&46801687,chr11&18329081
42710at7742,chr19&24300155,chr20&25706115,chr25&3149029,chr5&12693924,chr7&46761390,chr11&18279882
185277at7742,chr19&24354477,chr20&25753667,chr25&8180730,chr5&12680165,chr7&46689363,chr11&18080399
242895at7742,chr19&24737655,chr20&26163098,chr25&22113227,chr5&1778591,chr7&141091338,chr11&405896
291774at7742,chr19&25019952,chr20&26482571,chr7&39538260,chr5&13347574,chr7&143476210,chr11&2903394
158865at7742,chr19&25716049,chr20&27226485,chr7&39634897,chr5&12883616,chr7&47078825,chr11&18728934
84802at7742,chr19&27716891,chr20&29307960,chr18&20516871,chr5&1673856,chr19&3261432,chr11&68903953
362089at7742,chr19&27723110,chr20&29298723,chr7&72577863,chr5&1656845,chr9&57482976,chr11&68891331
160476at7742,chr19&28026662,chr20&29635816,chr25&7533618,chr5&1720465,chr7&141134991,chr11&468254
187431at7742,chr19&29967774,chr20&31686613,chr7&38794579,chr5&23721124,chr2&91676386,chr11&46644292
142214at7742,chr19&31584548,chr20&33424662,chr7&48722923,chr5&19718315,chr2&101668932,chr11&36489838
402520at7742,chr19&32380932,chr20&34289027,chr17&24618682,chr5&19640025,chr2&101886269,chr11&36274632
27385at7742,chr19&34561582,chr20&36775699,chr25&34659282,chr5&602735,chr2&90679409,chr11&47779105
259089at7742,chr19&34782067,chr20&36996923,chr25&3788469,chr5&15359322,chr7&141496048,chr11&869858
197208at7742,chr19&34937603,chr20&37176176,chr18&20494485,chr5&23099171,chr2&91035797,chr11&47437975
309948at7742,chr19&34953101,chr20&37192239,chr18&44913774,chr5&24156287,chr2&92375564,chr11&45910254
172364at7742,chr19&35741663,chr20&37968246,chr25&28638117,chr5&623897,chr2&90745457,chr11&47717422
157219at7742,chr19&40019092,chr20&43315349,chr7&27687638,chr5&10781814,chr7&114550272,chr11&14878122
51573at7742,chr19&40267498,chr20&43576604,chr7&27803503,chr5&10651664,chr7&114215878,chr11&14457824
223426at7742,chr20&442133,chr23&481471,chr23&4216391,chr20&258163,chr2&156549242,chr20&36230536
361767at7742,chr20&1856352,chr23&2009034,chr23&17103035,chr20&10240741,chr2&153619436,chr20&32703382
114924at7742,chr20&2271845,chr23&2470451,chr23&7548927,chr20&10113193,chr2&153163555,chr20&32127369
114459at7742,chr20&3520422,chr23&3743965,chr23&13721826,chr20&9576372,chr2&181391064,chr20&63746930
56293at7742,chr20&4698462,chr23&4952326,chr23&7024229,chr20&9413659,chr2&181601461,chr20&63981246
213350at7742,chr20&4858992,chr23&5112265,chr11&102680,chr20&8787674,chr2&180971055,chr20&63275581
114214at7742,chr20&5421603,chr23&5703411,chr6&46434319,chr20&6430499,chr2&166949740,chr20&49115778
50582at7742,chr20&5450276,chr23&5749919,chr11&5466182,chr20&6403480,chr2&166915180,chr20&49050935
