BuscoID,BUSCO_LittleSkate,BUSCO_ThornySkate,BUSCO_Zebrafish,BUSCO_Chicken,BUSCO_Mouse,BUSCO_Human
320985at7742,chr15&17278210,chr15&20510214,,chr8&21383961,chr4&116820147,chr1&45327149
405299at7742,chr15&17320709,chr15&20549698,chr17&31820531,chr6&33113125,chr7&132827764,chr10&124742724
245921at7742,chr15&19113301,chr15&22475302,chr12&49147695,chr6&32458807,chr7&131560710,chr10&123154918
254424at7742,chr15&19364859,chr15&22755690,chr12&49163918,chr6&32383539,chr7&131371174,chr10&122980480
184873at7742,chr15&20205830,chr15&23710030,,chr6&31974108,chr7&130394558,
197667at7742,chr15&20629882,chr5&55669881,chr20&2229859,chr3&57842516,chr10&25992894,chr6&130439658
35338at7742,chr15&20982614,chr15&24432027,chr13&2715480,chr6&31607945,chr7&129591978,chr10&120851421
123446at7742,chr15&21505441,chr15&24987315,chr13&25535345,chr6&31308531,chr7&128698444,chr10&119831474
237620at7742,chr15&21697215,chr15&25220619,chr13&25486752,chr6&31229119,chr7&128523883,chr10&119651700
195717at7742,chr15&22350451,chr15&25867017,chr12&31425465,chr6&27684436,chr19&55298785,chr10&112430804
329837at7742,chr15&22863443,,chr21&45268218,,chr19&55890255,
12616at7742,chr15&23466674,chr15&27004268,chr12&30586858,chr6&28407511,chr19&56320195,chr10&113588975
73313at7742,chr15&23745097,chr15&27282723,chr12&30501256,chr6&28505287,chr19&56529502,chr10&113835152
122990at7742,chr15&23799819,chr15&27335449,chr12&30461257,chr6&28519707,chr19&56548683,chr10&113854873
224078at7742,chr15&23901557,chr15&27459639,chr12&30442364,chr6&28606240,chr19&56722372,chr10&114044133
114626at7742,chr15&23927160,chr15&27483841,chr12&30365483,chr6&28633992,chr19&56790963,chr10&114125143
80527at7742,chr15&24112852,chr15&27678673,chr12&30283893,chr6&28705869,chr19&56913382,chr10&114295451
320817at7742,chr15&24676148,chr15&28285848,chr12&30036727,chr6&29011152,chr19&57452836,chr10&114938344
163142at7742,chr15&26396770,chr15&30015320,chr17&21277523,chr6&29917122,chr19&58943457,chr10&116849567
229422at7742,chr15&26653745,chr15&30295995,chr17&23770921,chr6&30065669,chr19&59219734,chr10&117197489
40897at7742,chr15&26754424,,chr17&23822602,chr6&30115843,chr19&59299523,chr10&117283268
170658at7742,chr15&27202130,chr15&30913541,chr13&19610562,chr6&30435396,chr19&59906916,chr10&118008998
377136at7742,chr15&27560224,,,chr6&30591381,chr19&60197818,chr10&118309081
318212at7742,chr15&28015291,chr15&31800037,chr13&50326188,chr6&30755975,chr19&60529457,chr10&118691216
79862at7742,chr15&28276772,chr15&32056996,chr13&19278267,chr6&30925797,chr19&60762081,chr10&119036039
240576at7742,chr15&28330069,chr15&32115995,chr13&9819073,chr6&30954326,chr19&60811619,
180473at7742,chr15&28990581,chr15&32869190,chr22&29596646,chr6&27145553,chr19&53987681,chr10&110964359
37715at7742,chr15&29333820,chr15&33237361,chr22&29859368,chr6&26949735,chr19&53600540,
305085at7742,chr15&29407703,chr15&33334483,chr22&29911647,chr6&26933849,chr19&53529318,chr10&110498122
342923at7742,chr15&29576305,chr15&33519146,chr17&20238598,chr6&26835153,chr19&53380464,chr10&110294150
113537at7742,chr15&29983347,chr15&33919508,chr22&27092646,chr6&26635971,chr19&52991591,chr10&109865184
108576at7742,chr15&31193134,chr15&35209796,chr1&47820878,chr6&25241877,chr19&47922064,chr10&104358244
131564at7742,chr15&31464984,chr15&35519397,chr8&39568926,chr22&1887197,chr8&69135503,chr8&20249722
91878at7742,chr15&31616179,chr15&35673410,chr12&33806853,chr6&24038722,chr19&45007130,chr10&100988211
395775at7742,chr15&31628242,chr15&35704905,chr12&33817483,chr6&24041987,chr19&45005699,chr10&100986734
199723at7742,chr15&31966797,chr15&36029037,chr12&33899902,chr6&24102443,chr19&46366386,chr10&102469030
196659at7742,chr15&32037316,chr15&36110249,chr13&11829247,chr6&24136936,chr19&46397103,chr10&102504153
289878at7742,chr15&32346861,chr15&36430306,chr12&33977917,,chr19&46577632,chr5&175484382
422630at7742,chr15&32517057,chr15&36589456,chr13&28612321,chr6&24344533,chr19&46689948,chr10&102854287
160097at7742,chr15&33900359,chr28&35479687,chr12&31616519,chr6&22997123,chr19&43956493,chr10&100042427
267724at7742,chr15&34069334,chr15&38261334,chr13&713635,chr6&23057788,chr19&43736721,chr10&99714587
111667at7742,chr15&34106805,,chr13&40692365,chr6&23203540,chr19&42755634,chr10&98397567
362121at7742,chr15&34406446,chr15&38584319,,chr6&23305911,chr19&41923982,chr10&97436445
87276at7742,chr15&34439747,chr15&38617883,chr12&2804553,chr6&23286309,chr19&41944553,chr10&97458692
314402at7742,chr15&34600341,chr15&38781051,chr22&34702113,chr6&23276166,chr19&42045918,chr10&97584704
345549at7742,chr15&34845336,chr15&39048465,chr1&54893105,chr6&23256109,chr19&42171547,chr10&97738478
127789at7742,chr15&35504228,chr15&39737894,chr13&40287050,chr6&23208999,chr19&42726919,chr10&98383798
52390at7742,chr15&35649126,chr15&39887823,chr13&11990618,chr6&23635291,chr19&45752144,chr10&101781736
177142at7742,chr15&35693270,chr15&39934486,chr1&31658017,chr6&23765456,chr19&45552806,chr10&101579453
377681at7742,chr15&35702413,chr15&39943554,chr1&31654408,chr6&23757723,chr19&45560644,chr10&101588247
103208at7742,chr15&36299106,chr15&40539418,,chr6&24550190,chr19&47067765,chr10&103367990
25109at7742,chr15&36315724,chr15&40555535,chr1&49437446,chr6&24559749,chr19&47092799,chr10&103395751
50284at7742,chr15&36450270,chr15&40708725,chr13&24717905,chr6&25152751,chr19&47737721,chr10&104130139
263068at7742,chr15&36620113,chr15&40888328,chr1&47500054,chr6&25001796,chr19&47501560,chr10&103882684
297409at7742,chr15&36785429,chr15&41049240,chr13&28683305,chr6&24528499,chr19&47034629,chr19&22118972
159802at7742,chr15&36899199,chr15&41158662,chr16&8258714,chr2&41129745,chr9&120540664,chr3&40382874
36011at7742,chr15&36932027,chr15&41194776,chr13&31343598,chr6&23310670,chr19&41863207,chr10&97357094
412662at7742,chr15&37252339,chr15&41529861,chr13&25449756,chr6&11251550,chr6&64728116,chr10&68231219
149128at7742,chr15&37448526,chr15&41746552,chr13&50349397,chr6&7315904,chr10&63320636,chr10&67884722
407064at7742,chr15&37467305,chr15&41765293,chr13&50368746,chr6&7341070,chr10&63386698,chr10&67797116
325026at7742,chr15&38884996,chr15&43361336,chr12&8569847,chr6&8671484,,chr1&110848077
275781at7742,chr15&39852217,chr15&44419406,,chr6&9390535,chr10&69338498,chr10&60780166
110832at7742,chr15&43346286,chr15&48098405,chr12&6115061,chr6&10446125,chr19&31986758,chr10&50187315
375498at7742,chr15&44127440,chr15&48827333,chr12&17154909,chr6&20008872,chr19&34113687,chr10&88823205
66047at7742,chr15&44747268,chr15&49762563,chr13&22822009,chr6&11297409,chr10&62947093,chr10&68410702
271346at7742,chr15&44838043,chr15&49863107,chr13&18179772,chr6&11333870,chr10&62920752,chr10&68483432
128709at7742,chr15&45146847,chr15&50263375,chr13&23084174,chr6&11508524,chr10&62559008,chr10&68988833
76384at7742,chr15&45235825,chr15&50356893,chr13&18354716,chr6&11439584,chr10&62739937,chr10&68710244
77322at7742,chr15&45362642,chr15&50487071,chr13&8249657,chr6&17321219,chr19&38931447,chr10&94545922
88436at7742,chr15&46604391,chr15&53688895,chr4&34872985,chr21&4307988,chr17&21009414,chr4&65922
186464at7742,chr15&46873451,,,chr5&37882934,chr17&21709199,chr19&21971191
133758at7742,chr15&47262829,,chr17&6937983,chr3&66918363,chr7&24085456,chr6&109465851
143232at7742,chr15&47448749,,,chr4&78538348,chr2&175168819,chr19&23358935
112360at7742,chr15&47563499,,chr3&18714295,chr14&6896024,chr17&24443981,chr19&37412597
339259at7742,chr15&48733969,chr15&59537242,chr2&37811045,,chr14&55897603,chr14&24440083
290261at7742,chr16&282401,,chr4&4776901,chr12&7057853,chr13&49231136,chr9&93058743
127392at7742,chr16&1013949,chr18&1056154,chr8&53474841,chr12&7614749,chr14&30016591,chr3&53811489
116835at7742,chr16&1106937,chr18&1149404,chr8&53518257,chr12&7631879,chr14&29966639,chr3&53868719
437433at7742,chr16&1127234,chr18&1166764,chr8&53538451,chr12&7643747,chr13&62006666,chr19&37693286
46740at7742,chr16&2158279,,chr18&3064237,chr1&194331748,chr7&97481097,chr11&77878949
286974at7742,chr16&2402678,chr18&2432576,chr22&39038995,chr12&8776685,chr14&27482516,chr3&56613454
82034at7742,chr16&2689320,chr18&2678512,chr11&42683504,chr12&8950756,chr14&27070389,chr3&57096393
140071at7742,chr16&2920257,chr18&2953746,chr11&42506330,chr12&9112335,chr14&26665525,chr3&57556380
251896at7742,chr16&3521612,chr18&3512338,chr22&10201846,chr12&12225318,chr14&8166336,chr3&58428034
125500at7742,chr16&3539017,chr26&26555795,chr7&61764060,chr4&80934170,chr5&35588170,chr4&8366961
143004at7742,chr16&3821460,chr18&3751181,chr6&46259143,chr12&12285779,chr14&8431606,chr3&58820975
369735at7742,chr16&6123199,chr18&6087404,chr11&19603287,chr12&13920804,chr14&13949260,chr3&63834132
250310at7742,chr16&6234170,chr18&6191238,chr11&19502464,chr12&14010982,chr14&14112290,chr3&64013114
393128at7742,chr16&7429438,chr18&7451247,chr11&16217039,chr12&14762190,,
52065at7742,chr16&7532807,chr18&7577803,chr11&16333005,chr12&14848065,chr6&94607954,chr3&66380619
108888at7742,chr16&7840725,chr18&7880346,chr11&16574746,chr12&15000589,chr6&95117959,chr3&66998356
190562at7742,chr16&9137220,chr18&9331301,chr11&17726956,chr12&15676155,chr6&97112060,chr3&68977618
104081at7742,chr16&9162045,chr18&9353604,chr11&17763062,chr12&15680484,chr6&97138633,chr3&69020534
213511at7742,chr16&9276964,chr18&9476887,chr23&13815136,chr12&15715598,chr6&97238845,chr3&69109095
254316at7742,chr16&11809707,chr18&12238273,chr6&44094641,chr12&16859049,chr6&100599290,chr3&72750284
209931at7742,chr16&14576490,chr18&15188742,chr6&43226314,chr12&18506503,chr6&106769856,chr3&3129128
203253at7742,chr16&14593984,chr18&15206554,chr6&40457952,chr12&18513762,chr6&106780930,chr3&3150865
248762at7742,chr16&19002982,chr18&19963464,chr1&22691344,chr12&1855926,chr9&107547457,chr3&50341410
224537at7742,chr16&19161062,chr18&20149705,chr6&41808806,chr12&19699704,chr6&112656274,chr3&8869366
242979at7742,chr16&19656035,chr18&20679568,chr22&31060079,chr12&19854250,chr6&113728350,
351419at7742,chr16&20143184,chr18&21193204,chr8&54213987,chr12&20092433,chr6&92242563,chr3&129975817
180416at7742,chr16&20471450,chr18&21548481,chr6&21993605,chr12&19823535,chr6&113047447,chr3&9365069
228390at7742,chr16&20570241,chr18&21648646,chr8&26396684,chr12&2853423,chr9&108296936,chr3&49408334
373028at7742,chr16&20615594,chr18&21691721,chr22&33352018,chr12&2860143,chr9&108290531,chr3&49424833
214498at7742,chr16&21618032,,,chr12&1864437,chr9&107542376,chr3&50341570
213005at7742,chr16&22230643,chr18&23552126,chr11&36215924,chr12&514324,chr9&106477348,chr3&51933506
202302at7742,chr16&22790609,chr18&24163844,chr22&39068565,chr12&2808659,chr9&108024228,chr3&49727122
248693at7742,chr16&22853058,chr18&24218036,,chr12&3535722,chr9&106433081,chr3&51984065
309962at7742,chr16&23384427,chr18&24803708,chr8&25893515,chr12&1868577,chr9&107534479,chr3&50350993
325663at7742,chr16&23430655,chr18&24849131,chr8&54212021,chr12&19878301,chr6&115842485,chr3&129431501
38426at7742,chr16&23445514,chr18&24864746,,chr12&19881538,chr6&115864072,chr3&129448148
10757at7742,chr16&23553792,chr18&24977841,,chr12&19926848,chr6&115955740,chr3&129556312
125127at7742,chr16&23758748,chr18&25199072,chr22&94692,chr12&9387282,chr9&108808484,chr3&48674544
407321at7742,chr16&24123847,chr18&25535687,chr22&90364,chr12&12043140,chr9&108565959,chr3&49022145
122318at7742,chr16&24611770,chr18&26091652,chr6&40045648,chr12&11080523,chr6&90333319,chr3&126482345
303765at7742,chr16&24648941,chr18&26131115,,chr12&11175707,chr6&91473887,chr3&14125194
116202at7742,chr16&24662922,chr18&26143979,chr8&26003744,chr12&11188948,chr6&91490057,chr3&14145941
118365at7742,chr16&25219645,chr18&26783758,chr11&3888481,chr12&9559686,chr6&88084531,chr3&128620411
146782at7742,chr16&25506865,chr18&27085230,chr6&40821793,chr12&9790679,,
189983at7742,chr16&25931931,chr18&27510426,chr8&7097929,chr12&10073011,chr6&88836246,chr3&127673026
74629at7742,chr16&25985609,chr18&27607357,chr22&5634077,chr12&10138335,chr6&88884000,chr3&127599339
276779at7742,chr16&26052845,chr18&27654985,chr6&1535693,chr12&10154455,chr6&88902032,chr3&127573521
246371at7742,chr16&27162077,chr18&28833878,chr11&16168230,chr12&9520506,chr6&87914513,chr3&129279733
149083at7742,chr16&27623944,chr18&29331600,chr8&26083964,chr12&12046850,chr9&108569911,chr3&49015588
46117at7742,chr16&27660488,chr18&29357668,chr8&26232038,chr12&12051651,chr9&108572950,chr3&49007342
166429at7742,chr16&28150875,chr18&29907374,chr8&26038332,chr12&12072820,,chr3&48927559
328571at7742,chr16&28303494,chr18&30049155,chr6&41514952,chr12&2173521,chr9&107327580,chr3&50571123
412700at7742,chr16&28391192,chr18&30144267,chr6&53356149,chr12&2165236,chr9&107342350,chr3&50559657
84209at7742,chr16&28852498,chr18&30623463,chr8&26586966,,chr9&107593369,chr3&50269241
29623at7742,chr16&29326885,chr18&31112199,chr6&42291712,chr12&3155457,chr6&113533808,chr3&10028658
170944at7742,chr16&29631263,chr18&31434046,chr6&43019828,chr12&3404793,chr9&106155241,chr3&52290436
192574at7742,chr16&30051482,chr18&31863559,chr11&35163401,chr12&2973398,chr9&107951075,chr3&49829103
168949at7742,chr16&30738958,chr18&32568958,chr11&35173744,chr12&3012044,chr9&107898685,chr3&49909014
113805at7742,chr16&33068566,chr18&35017963,chr6&21700200,chr12&11825510,chr6&113237966,chr3&9649584
32396at7742,chr16&33490297,chr18&35466160,chr6&21797638,chr12&11778363,chr6&113105051,chr3&9428939
245053at7742,chr16&34105834,chr18&36082547,chr22&5657134,chr12&11664604,chr9&109089345,chr3&48432408
45427at7742,chr16&34111582,chr18&36098411,,chr12&11861667,chr6&113308844,chr3&9732115
322442at7742,chr16&34157946,chr18&36143905,chr8&46389195,chr12&11873225,chr6&113327256,chr3&9750317
228455at7742,chr16&34762245,chr18&36734262,chr11&16153231,chr12&11864932,chr6&113348170,chr3&9771044
344884at7742,chr16&38648759,chr18&41416333,chr11&476236,chr12&5462970,chr6&87819096,chr3&129130081
218806at7742,chr16&38888520,chr18&41683148,chr11&588222,chr12&5327285,chr6&115547842,chr3&12489801
280430at7742,chr16&39627094,chr18&42500715,chr11&772391,chr12&4990565,chr6&115004443,chr3&11789631
93778at7742,chr16&39958520,chr18&42875275,,chr12&4790944,chr6&114672993,chr3&11287832
213286at7742,chr16&43124368,chr7&56215475,chr23&40054906,chr2&1227988,chr6&55367786,chr2&119439152
24404at7742,chr16&43281728,chr18&46169690,,chr12&3916274,chr13&49677575,chr9&92210807
164002at7742,chr16&43475263,chr18&46374438,chr22&10425646,chr12&3843146,chr13&49634399,chr9&92297836
220642at7742,chr16&43943518,chr18&46883135,chr22&10545187,chr12&3691541,chr9&109059841,chr3&48440297
24566at7742,chr16&44029577,chr18&46987680,chr22&10342526,chr12&982813,chr14&31171568,chr3&52455642
174124at7742,chr16&44447952,,chr25&18928444,chr1&54748423,chr14&31114738,chr12&103777829
438396at7742,chr16&44541353,chr18&47516993,chr23&19675949,chr12&1100880,chr14&31124518,chr3&52536756
106060at7742,chr16&44713029,chr18&47678868,chr11&3995351,chr12&1185199,chr14&30951306,chr3&52732667
349595at7742,chr16&45104406,chr18&48300618,chr5&33275287,chr17&7155883,chr2&26892246,chr9&133331869
82217at7742,chr17&141269,,chr7&38265376,chr11&10018024,chr7&35276722,chr19&33081194
227816at7742,chr17&184748,chr17&861908,chr18&17441704,chr11&17752369,chr8&120143888,chr16&85067072
398841at7742,chr17&447270,chr17&1230418,chr7&55633509,chr11&18514582,chr8&122611661,chr16&88857151
224101at7742,chr17&510363,chr17&1577829,chr25&21856176,chr11&17770903,chr8&121550124,chr16&87326568
138901at7742,chr17&526563,chr17&1594401,chr18&17043611,chr11&18880202,chr8&106683153,chr16&68843618
170032at7742,chr17&603527,chr17&1673769,chr18&14600449,chr11&18896299,chr8&106894593,chr16&69130651
392383at7742,chr17&689534,chr17&1762081,chr18&14688659,chr11&18929528,chr8&107047114,chr16&69329770
173682at7742,chr17&781452,chr17&1855908,chr18&13164289,chr11&19838716,chr8&109991485,chr16&71568144
310457at7742,chr17&850899,chr17&1902633,chr15&23781155,chrZ&10550801,chr15&10486375,chr5&34891149
87762at7742,chr17&1772242,chr17&3341242,chr25&12579919,chr11&17809079,chr8&121602276,chr16&87410280
202773at7742,chr17&2097735,chr17&3721351,chr25&12707715,chr11&17893806,chr8&121796547,chr16&87708005
172204at7742,chr17&2503793,chr17&4153189,chr25&30466858,chr11&18023184,chr8&121974499,chr16&87975116
156420at7742,chr17&3918529,chr17&5568570,chr18&17271440,chr11&18348121,chr8&122316238,chr16&88508572
150497at7742,chr17&4189391,chr17&5938204,chr18&31138220,chr11&18820548,chr8&123373873,chr16&89873668
25377at7742,chr17&4444744,chr17&6196473,chr25&37448743,chr11&18778802,chr8&123268442,chr16&89738601
394065at7742,chr17&4646675,chr17&6395478,chr18&5843144,chr11&18933303,chr8&107056935,
109623at7742,chr17&5406541,chr17&7303454,chr7&56152698,chr11&18702344,,
17720at7742,chr17&5592597,chr17&7473009,chr7&56359486,chr11&18614267,chr8&122884151,chr16&89268478
272309at7742,chr17&6224937,chr17&8309379,chr18&31057285,chr11&18421999,chr8&122434095,chr16&88652525
218284at7742,chr17&6344659,chr17&8437767,chr7&55279101,chr11&18433821,chr8&122476228,chr16&88706531
236895at7742,chr17&6690420,chr17&8781426,chr7&55498648,chr11&18458083,chr8&122568056,chr16&88803832
389339at7742,chr17&6709798,chr17&8800350,chr7&55532642,chr11&18462893,chr16&47072168,chr16&88809335
286595at7742,chr17&6734470,chr17&8832731,chr7&69370876,chr11&19737923,chr8&109709488,chr16&71860018
106313at7742,chr17&6760013,,chr7&69415393,chr11&19748636,chr8&109729425,chr16&71849741
272002at7742,chr17&6769948,chr17&8869144,chr18&5861755,chr11&19039858,chr8&107405175,chr16&69742227
236910at7742,chr17&6819696,chr17&8902173,chr18&5850847,chr11&18930604,chr8&107048808,chr16&69330839
271228at7742,chr17&6926551,chr17&9007793,chr7&56517014,chr11&19719587,chr8&109594077,chr16&72008765
323970at7742,chr17&7374268,chr17&9465477,chr25&34845518,chr11&19912456,chr8&111913932,chr16&75539994
155482at7742,chr17&7477783,chr17&9558769,chr25&34811195,chr11&19879304,chr8&111968406,chr16&75600216
312987at7742,chr17&8105056,chr17&10200523,chr7&67310420,chr11&19074922,chr8&107580884,chr16&74296915
42469at7742,chr17&8125710,chr17&10221959,chr7&67751128,chr11&19707408,chr8&109548399,chr16&72096158
122955at7742,chr17&10601335,chr17&12767535,chr18&14634024,chr11&18766980,chr8&123243096,chr16&89707861
386844at7742,chr17&10764509,,chr18&14682670,chr11&18765432,chr8&123233268,chr16&89697334
119120at7742,chr17&11051285,chr17&13238086,chr18&13071312,chr11&15474797,chr8&117158135,chr16&81315114
96933at7742,chr17&11276392,chr17&13456857,chr18&13326724,chr11&15586998,chr8&117372004,chr16&81607043
402610at7742,chr17&11859525,chr17&14029285,chr25&35952747,chr11&15802956,chr8&117792186,chr16&82148731
174872at7742,chr17&13209845,chr17&15418208,chr18&14233827,chr11&16541979,chr8&119395060,chr16&83899067
322470at7742,chr17&13872692,chr17&16163860,chr18&14595825,chr11&16713805,chr8&119663484,chr16&84311301
399473at7742,chr17&14188866,chr17&16495032,chr18&13204088,chr11&16819339,chr8&119810245,chr16&84566845
130125at7742,chr17&14234307,chr17&16542299,chr18&13195835,chr11&16838055,chr8&119865020,chr16&84650547
287466at7742,chr17&15871063,chr17&18228737,chr18&30906445,chr11&17367168,chr8&121098712,chr16&86532011
220049at7742,chr17&16574081,chr17&18973884,chr18&30568038,chr11&17590885,chr8&120739818,chr16&85884953
362673at7742,chr17&16829543,chr17&19241750,chr18&30481272,chr11&17631261,chr8&120581686,chr16&85678212
202558at7742,chr17&17599257,chr17&20013747,chr18&29948225,chr11&15378075,chr8&116943427,chr16&81035871
335620at7742,chr17&17627707,chr17&20037159,chr18&29899056,chr11&15370596,chr8&116921774,chr16&81001640
369081at7742,chr17&20218657,chr17&22828723,chr7&65383456,chr11&14040648,chr8&114418086,chr16&78022627
280447at7742,chr17&20272573,chr17&22889191,chr7&65292586,chr11&13962779,chr8&114234718,chr16&77788683
418345at7742,chr17&23640882,chr17&27094212,chr7&44608481,chr11&11431157,chr8&104340749,chr16&66604806
175198at7742,chr17&23900475,chr17&27387771,chr7&44763717,chr11&11323748,chr8&104491161,chr16&66783012
412521at7742,chr17&24020945,chr17&27503589,chr7&44967290,chr11&11194095,chr8&104639989,chr16&66932203
363812at7742,chr17&24133563,chr17&27634160,chr25&30442443,chr11&11137921,chr7&34184681,chr19&34404431
63057at7742,chr17&24150875,,chr18&336478,chr11&10895866,,chr19&34300474
127587at7742,chr17&24282366,chr17&27805764,chr25&12811823,chr11&11120344,chr7&34141285,chr19&34428433
211943at7742,chr17&24845190,chr17&28454341,chr18&17079987,chr11&18375170,chrX&78855408,chr16&88578325
338746at7742,chr17&25047246,chr17&28664695,chr25&14369895,chr11&561994,chr8&94857556,chr16&57462725
328514at7742,chr17&25061425,chr17&28691586,chr25&14398668,chr11&575795,chr8&94823097,chr18&26580576
263251at7742,chr17&25144638,chr17&28830160,chr7&29012140,chr11&2479586,chr8&119575362,chr16&84145441
175036at7742,chr17&25942009,chr17&29949943,chr7&24715221,chr11&1504820,chr8&110221060,chr16&71283608
245117at7742,chr17&26389685,chr17&30419443,chr25&17349448,chr11&1407196,chr8&95715937,chr16&58515538
97039at7742,chr17&26853109,chr28&25617727,,chr19&1001513,chr5&130257190,chr7&66996979
44800at7742,chr17&27067354,chr17&30736194,chr25&7565923,chr11&1766723,chr8&110882967,chr16&70463191
86001at7742,chr17&27121479,chr17&30791891,chr7&29024301,chr11&1751196,chr8&110847051,chr16&70481010
25752at7742,chr17&27176542,chr17&30839379,chr18&18551100,chr11&1723303,chr8&110810941,chr16&70538389
99006at7742,chr17&27602828,,chr25&17590578,chr11&1649846,chr8&110618890,chr16&70687928
104501at7742,chr17&28836625,chr17&32604168,chr25&17433161,chr11&1000835,chr2&165290361,chr16&67199327
405030at7742,chr17&29026579,chr17&32796249,chr7&52154413,chr11&1010658,chr8&105326469,chr16&67227219
176317at7742,chr17&29471470,chr17&33380399,chr7&29095471,chr11&2144904,chr8&94037289,chr16&56451613
381974at7742,chr17&29689775,chr17&33606149,chr18&22721900,chr11&2155936,,chr16&56432712
93229at7742,chr17&29763438,chr17&33681955,chr18&17516896,chr11&2128524,chr8&94068276,chr16&56484761
385740at7742,chr17&29947128,chr17&33889330,chr25&13400141,chr11&379612,chr8&95633598,chr16&58392602
109315at7742,chr17&30268007,chr17&34268795,chr7&52161697,chr11&492126,chr8&95082854,chr16&57737244
362453at7742,chr17&30632776,chr17&34651238,chr7&28612807,chr11&288022,chr8&106201022,chr16&68301275
52059at7742,chr17&30651135,,chr18&5875268,chr11&1902228,chr8&111441335,chr16&74836992
207707at7742,chr17&30755440,chr17&34786422,chr25&37250169,chr11&1865474,,chr16&74623928
53548at7742,chr17&30915676,chr17&34969075,chr18&50838887,chr11&1782179,chr8&111101867,chr16&70120493
88086at7742,chr17&31216674,chr17&35270529,chr25&14409254,chr11&271548,chr8&106212477,chr16&68315980
259863at7742,chr17&31256812,chr17&35309465,chr18&17512196,chr11&2432662,chr8&105253555,chr16&67149277
149872at7742,chr17&31278738,chr17&35330944,chr18&17493859,chr11&2392162,chr8&105225423,chr16&67114236
416336at7742,chr17&31370276,chr17&35432087,,chr11&2344436,chr8&105170976,chr16&67029408
319288at7742,chr17&31768285,chr17&35849336,chr7&29116515,chr11&2445784,chr8&105258985,chr16&67154649
37796at7742,chr17&31901436,chr17&35992129,chr18&21645788,chr11&2501594,chr8&119508779,chr16&84054449
248163at7742,chr17&32113512,,chr7&38806894,chr5&23740434,chr2&91712196,chr11&46603530
228275at7742,chr17&32258947,chr17&36374324,chr25&13562709,chr11&1892371,chr8&111346442,chr16&74714190
323076at7742,chr17&32888099,chr17&37026478,chr25&13677462,chr11&450329,chr8&95332362,chr16&58001484
368813at7742,chr17&33112626,chr17&37254495,chr18&17600856,chr11&616033,chr8&94386592,chr16&56932245
414201at7742,chr17&33506916,chr17&37680390,chr18&17708285,chr11&709445,chr8&94575637,chr4&152927446
137788at7742,chr17&33591957,chr17&37738583,chr18&17727148,chr11&727764,chr8&94622986,chr16&57204659
401063at7742,chr17&33618862,chr17&37802240,chr18&18871403,chr11&751600,chr8&94666864,chr12&52746537
403744at7742,chr17&34545522,chr17&38773836,,chr11&1397876,chr8&105566756,chr16&67482636
28267at7742,chr17&34721794,chr17&38934737,chr18&21862718,chr11&913222,chr8&105881077,chr16&67873262
140317at7742,chr17&34863205,chr17&39097147,chr21&6395970,chr11&866398,chr8&105844872,chr16&67828267
225241at7742,chr17&35619257,chr17&39936559,chr7&29066137,chr14&14622278,,chr19&49979094
183251at7742,chr17&36614133,chr17&41004516,chr25&36250055,chr11&3407569,chr8&106015840,chr16&68030100
264251at7742,chr17&36686465,chr17&41073510,chr7&34963862,chr11&3423355,chr8&106009802,chr16&68021580
208314at7742,chr17&38694595,chr17&43206472,chr7&36236191,chr11&4795093,chr8&91400213,chr16&53807501
300584at7742,chr17&38964822,chr17&43486603,chr7&36470221,chr11&4966517,chr8&91124571,chr16&53492412
56852at7742,chr17&40550439,,chr7&37516106,chr11&6145411,chr8&88705376,chr16&50749699
224305at7742,chr17&41118238,chr17&45526473,chr7&37728016,chr11&6508700,chr8&88332488,
218524at7742,chr17&41272785,chr17&45689031,chr7&37862929,chr11&6592615,chr8&88239509,chr16&50197669
152755at7742,chr17&41330929,chr17&45753407,chr7&37898782,chr11&6634034,chr8&88138020,chr16&50066132
408199at7742,chr17&41379576,chr17&45808103,chr7&38260390,chr11&6652764,chr8&88118845,chrX&103634939
76178at7742,chr17&42283621,chr17&46821712,chr18&18406260,chr11&7288149,chr8&86844687,chr16&48542904
82833at7742,chr17&42406799,chr17&46919792,chr18&18476072,chr11&7379919,chr8&86624184,chr16&48244389
128901at7742,chr17&42757208,chr17&47269002,,chr11&7578846,,
79012at7742,chr17&43144593,chr17&47673409,chr7&41758329,chr11&7826802,chr8&85257992,chr16&46659933
380379at7742,chr17&43524751,chr17&48085786,chr7&45963741,chr11&8355856,chr7&38263173,chr19&29606319
157162at7742,chr17&43937559,chr17&48556817,chr7&47226495,chr11&9749737,chr7&35775961,chr19&32345649
303814at7742,chr17&45411081,chr17&50067621,chr18&14694491,chr11&8502946,chr7&37961515,chr19&29967708
235347at7742,chr18&58678,chr19&64910,chr4&6644891,chr1&26819368,chr6&13835791,chr7&113083609
277226at7742,chr18&78627,chr19&88620,chr25&21767553,chr1&26909443,chr6&13625156,chr7&112821744
209386at7742,chr18&256135,chr19&271712,chr25&21716288,chr1&27109461,chr12&40315717,chr7&112275096
342620at7742,chr18&1299459,chr19&1326130,chr25&2333708,chr1&72612679,chr6&147042795,chr12&27710844
244272at7742,chr18&1587119,chr19&1661833,chr4&129163,chr1&71980780,chr6&134869213,chr12&12661201
433076at7742,chr18&1609914,chr19&1675108,chr4&121822,chr1&71960977,chr6&134830430,chr12&12619798
407871at7742,chr18&1681453,chr19&1738785,chr25&17921134,chr1&71806847,chr6&134641200,chr12&12415757
